               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.031979,           0.0076982,           0.0035785,             0.92851,             0.81931,              0.8844,             0.57189,            0.033231,           0.0083623,           0.0088527,            0.005182,            0.005182,            0.005182
                 148,            0.030627,           0.0076852,           0.0032805,              0.9435,             0.82035,             0.87436,             0.55535,            0.034796,            0.008831,           0.0080886,            0.005149,            0.005149,            0.005149
                 149,            0.031685,           0.0075276,           0.0035815,             0.91476,             0.83002,             0.86353,             0.56889,            0.033786,           0.0085831,           0.0074582,            0.005116,            0.005116,            0.005116
                 150,            0.030177,           0.0069702,           0.0034259,             0.90594,             0.82822,             0.86219,             0.57775,             0.03403,           0.0083227,           0.0074604,            0.005083,            0.005083,            0.005083
                 151,            0.030789,           0.0073555,           0.0034244,             0.89177,             0.84118,              0.8671,             0.57459,            0.033665,           0.0084171,           0.0067894,             0.00505,             0.00505,             0.00505
                 152,            0.031004,           0.0072391,           0.0036573,             0.92248,              0.8245,             0.88764,             0.55239,             0.03403,           0.0082526,           0.0072825,            0.005017,            0.005017,            0.005017
                 153,            0.030385,           0.0077751,           0.0034668,             0.91883,             0.84038,             0.88805,             0.57108,            0.033849,           0.0079956,           0.0075645,            0.004984,            0.004984,            0.004984
                 154,            0.030936,           0.0075052,           0.0031216,             0.93102,             0.85139,             0.89708,             0.57082,            0.034099,           0.0082369,           0.0078082,            0.004951,            0.004951,            0.004951
                 155,            0.030565,           0.0070741,           0.0032477,             0.93707,             0.82731,             0.88983,             0.55923,            0.033873,           0.0082192,           0.0083313,            0.004918,            0.004918,            0.004918
                 156,            0.030261,           0.0073058,           0.0033618,             0.91999,             0.81086,             0.88128,             0.56685,            0.033372,           0.0080523,           0.0097961,            0.004885,            0.004885,            0.004885
                 157,            0.029079,           0.0068951,           0.0029179,             0.88028,             0.82658,             0.87321,             0.57222,            0.033215,           0.0080724,           0.0082169,            0.004852,            0.004852,            0.004852
                 158,            0.030291,           0.0072961,            0.003169,             0.88592,             0.82476,              0.8766,             0.57105,            0.033337,            0.007998,           0.0077043,            0.004819,            0.004819,            0.004819
                 159,            0.029938,           0.0066411,           0.0033311,             0.88782,             0.86206,             0.88526,             0.57954,            0.033351,           0.0078983,           0.0064788,            0.004786,            0.004786,            0.004786
                 160,            0.029762,           0.0067353,           0.0035329,             0.91452,             0.86542,             0.89704,             0.57864,            0.032648,           0.0079308,           0.0060649,            0.004753,            0.004753,            0.004753
                 161,            0.030393,           0.0075785,           0.0032341,             0.90366,             0.85693,             0.88585,             0.56692,            0.033769,           0.0081654,           0.0071175,             0.00472,             0.00472,             0.00472
                 162,            0.031022,           0.0069073,           0.0032169,             0.91591,             0.84754,             0.88773,              0.5602,            0.032936,           0.0081778,           0.0070701,            0.004687,            0.004687,            0.004687
                 163,            0.030553,            0.007516,           0.0033601,              0.9019,             0.85555,              0.8918,             0.56502,            0.032813,           0.0081701,           0.0070387,            0.004654,            0.004654,            0.004654
                 164,            0.030016,           0.0070704,           0.0030617,             0.91372,             0.85276,             0.87995,             0.57686,            0.032734,           0.0081758,           0.0069307,            0.004621,            0.004621,            0.004621
                 165,            0.028883,           0.0071203,           0.0030574,             0.89601,             0.85891,             0.89309,             0.56662,            0.033113,           0.0083094,            0.006379,            0.004588,            0.004588,            0.004588
                 166,            0.030365,           0.0071261,           0.0034305,             0.91034,             0.83953,             0.88408,              0.5639,            0.033801,           0.0082846,           0.0060549,            0.004555,            0.004555,            0.004555
                 167,            0.029312,           0.0072842,           0.0033068,             0.90705,             0.86059,             0.88358,             0.56244,            0.033899,           0.0082998,           0.0063782,            0.004522,            0.004522,            0.004522
                 168,            0.029581,           0.0071183,           0.0032828,             0.90821,             0.85176,             0.88186,             0.57988,            0.032687,           0.0082512,           0.0066917,            0.004489,            0.004489,            0.004489
                 169,            0.029516,           0.0073289,           0.0031225,             0.93991,             0.82082,             0.88695,             0.57897,            0.033151,           0.0083265,           0.0067341,            0.004456,            0.004456,            0.004456
                 170,            0.030375,            0.007523,           0.0035748,             0.91724,             0.86473,             0.88993,             0.58134,            0.032878,            0.008214,           0.0067971,            0.004423,            0.004423,            0.004423
                 171,            0.028897,           0.0069587,           0.0033436,             0.93116,             0.86031,             0.87932,              0.5722,            0.033118,            0.008112,           0.0064881,             0.00439,             0.00439,             0.00439
                 172,            0.029226,            0.007225,           0.0031523,             0.92343,             0.87319,             0.89575,             0.58046,            0.032793,           0.0080099,            0.006695,            0.004357,            0.004357,            0.004357
                 173,            0.028956,           0.0070151,           0.0033559,             0.96393,             0.83107,              0.8855,             0.57711,             0.03325,           0.0081015,           0.0067194,            0.004324,            0.004324,            0.004324
                 174,            0.028611,           0.0069222,           0.0030391,             0.93544,              0.8609,             0.89518,             0.58186,            0.033209,           0.0081253,           0.0068855,            0.004291,            0.004291,            0.004291
                 175,            0.028911,            0.007427,           0.0031686,             0.90362,             0.87236,              0.8957,             0.58272,             0.03216,           0.0080547,           0.0076916,            0.004258,            0.004258,            0.004258
                 176,            0.029534,           0.0073002,           0.0033513,             0.90267,             0.83961,              0.8816,             0.57603,            0.032815,           0.0081396,           0.0080452,            0.004225,            0.004225,            0.004225
                 177,            0.029637,           0.0073946,           0.0030509,             0.94301,             0.82007,             0.88636,             0.58947,            0.031938,           0.0079632,           0.0084319,            0.004192,            0.004192,            0.004192
                 178,            0.028088,           0.0069606,           0.0035538,             0.94693,             0.84701,             0.89779,             0.58863,            0.032141,            0.008008,           0.0084236,            0.004159,            0.004159,            0.004159
                 179,             0.02822,           0.0070881,           0.0031717,             0.93753,             0.87339,             0.90463,             0.59213,            0.032006,           0.0080485,           0.0077369,            0.004126,            0.004126,            0.004126
                 180,            0.027794,           0.0065392,           0.0030264,             0.91659,              0.8655,             0.90251,             0.59061,            0.032254,           0.0081744,           0.0080173,            0.004093,            0.004093,            0.004093
                 181,            0.027769,           0.0071432,           0.0028092,             0.93462,             0.86147,             0.89586,             0.59118,             0.03214,           0.0081677,           0.0086303,             0.00406,             0.00406,             0.00406
                 182,            0.028688,           0.0068669,           0.0031829,             0.93251,             0.85137,             0.89257,             0.59011,            0.032117,           0.0082073,           0.0088069,            0.004027,            0.004027,            0.004027
                 183,            0.028189,           0.0071554,           0.0028913,             0.95186,             0.84427,             0.89369,             0.58906,             0.03225,           0.0081072,           0.0081713,            0.003994,            0.003994,            0.003994
                 184,            0.028902,           0.0071544,           0.0031296,             0.90384,             0.87202,              0.8992,             0.57649,            0.032251,           0.0079927,           0.0075865,            0.003961,            0.003961,            0.003961
                 185,            0.027932,           0.0070535,           0.0032465,             0.91778,             0.86953,             0.89644,             0.58885,            0.032044,           0.0080013,           0.0075767,            0.003928,            0.003928,            0.003928
                 186,            0.028122,           0.0071413,           0.0029988,             0.92774,             0.83577,              0.8788,              0.5722,            0.032702,           0.0080042,           0.0076954,            0.003895,            0.003895,            0.003895
                 187,            0.026843,           0.0070187,           0.0027142,              0.9348,             0.81495,             0.87986,             0.57566,            0.032805,           0.0080938,           0.0082641,            0.003862,            0.003862,            0.003862
                 188,            0.027613,           0.0064853,           0.0027961,             0.92696,             0.83195,             0.88437,             0.57409,            0.032664,           0.0081835,           0.0089545,            0.003829,            0.003829,            0.003829
                 189,            0.027326,            0.007105,           0.0030228,             0.89799,              0.8224,             0.87297,             0.57205,            0.032939,           0.0083318,            0.010251,            0.003796,            0.003796,            0.003796
                 190,            0.028318,           0.0070756,           0.0031972,             0.89407,             0.82886,             0.86879,             0.58032,            0.032286,           0.0082498,            0.011074,            0.003763,            0.003763,            0.003763
                 191,            0.026026,           0.0065164,           0.0028378,             0.89053,             0.82987,             0.87761,             0.58139,            0.032159,           0.0081029,           0.0099611,             0.00373,             0.00373,             0.00373
                 192,            0.027516,           0.0068406,           0.0030289,             0.92071,             0.82371,             0.86887,             0.58233,             0.03226,           0.0081878,              0.0101,            0.003697,            0.003697,            0.003697
                 193,            0.026757,           0.0066288,           0.0028611,             0.94262,             0.81109,              0.8779,             0.57438,            0.032679,           0.0082741,           0.0087038,            0.003664,            0.003664,            0.003664
                 194,            0.027092,           0.0065134,            0.002897,             0.90493,             0.83318,             0.87877,             0.57553,            0.032236,           0.0082245,           0.0084548,            0.003631,            0.003631,            0.003631
                 195,            0.027202,           0.0070411,           0.0031747,             0.95081,             0.78866,             0.87855,             0.57757,             0.03222,           0.0082841,           0.0092225,            0.003598,            0.003598,            0.003598
                 196,            0.027418,            0.006805,           0.0029344,             0.93489,             0.79429,             0.86568,             0.58518,            0.031499,            0.008163,           0.0091081,            0.003565,            0.003565,            0.003565
                 197,            0.026529,           0.0065717,           0.0027092,             0.90153,              0.8405,             0.88683,             0.58493,            0.031786,           0.0081482,           0.0084746,            0.003532,            0.003532,            0.003532
                 198,            0.026566,           0.0069139,           0.0028276,             0.91774,             0.84643,             0.89261,              0.5859,            0.032016,              0.0081,           0.0079693,            0.003499,            0.003499,            0.003499
                 199,            0.026561,           0.0068429,           0.0029415,             0.93141,             0.82713,             0.90067,             0.58654,            0.031535,           0.0080414,           0.0076813,            0.003466,            0.003466,            0.003466
                 200,            0.027662,           0.0066658,           0.0029791,              0.9285,             0.83373,             0.89092,             0.58383,             0.03203,           0.0082345,           0.0072962,            0.003433,            0.003433,            0.003433
                 201,            0.026878,           0.0065302,           0.0028725,             0.93192,             0.83999,             0.88872,              0.5913,            0.032281,           0.0083594,           0.0078847,              0.0034,              0.0034,              0.0034
                 202,             0.02723,           0.0069835,           0.0028787,             0.91934,             0.85158,             0.88535,             0.57452,             0.03286,           0.0082579,           0.0079186,            0.003367,            0.003367,            0.003367
                 203,            0.025701,           0.0070719,           0.0026158,             0.92396,             0.85454,             0.89115,             0.58186,            0.032762,           0.0080562,           0.0078251,            0.003334,            0.003334,            0.003334
                 204,            0.026565,           0.0062384,           0.0026993,             0.90966,             0.83742,             0.88235,              0.5824,            0.032524,           0.0080285,           0.0077057,            0.003301,            0.003301,            0.003301
                 205,            0.026326,           0.0070448,           0.0030362,             0.92643,             0.84563,             0.88682,              0.5822,            0.031818,           0.0078464,           0.0073256,            0.003268,            0.003268,            0.003268
                 206,            0.027028,           0.0067374,           0.0028224,             0.92335,             0.86075,             0.88927,             0.59508,            0.031881,           0.0078344,            0.006928,            0.003235,            0.003235,            0.003235
                 207,            0.025767,           0.0067443,           0.0026633,             0.90961,             0.86919,             0.89342,             0.59467,            0.031267,           0.0077829,           0.0069683,            0.003202,            0.003202,            0.003202
                 208,            0.026174,           0.0065096,           0.0028313,             0.92667,             0.86472,             0.90217,             0.59027,            0.031192,            0.007761,           0.0073553,            0.003169,            0.003169,            0.003169
                 209,             0.02466,            0.006473,           0.0026097,             0.93468,             0.84008,             0.90187,             0.59563,            0.031526,           0.0079112,           0.0077891,            0.003136,            0.003136,            0.003136
                 210,            0.025694,           0.0063159,           0.0026065,              0.9291,             0.84036,             0.89705,             0.59182,            0.031951,           0.0080061,           0.0078177,            0.003103,            0.003103,            0.003103
                 211,             0.02609,           0.0063444,           0.0030287,             0.94216,             0.85958,             0.90072,               0.587,            0.031625,           0.0080047,           0.0076842,             0.00307,             0.00307,             0.00307
                 212,            0.026056,           0.0065026,           0.0025666,             0.93695,              0.8452,             0.89663,             0.59133,            0.032028,            0.008081,           0.0071508,            0.003037,            0.003037,            0.003037
                 213,            0.025747,           0.0066608,           0.0028494,             0.92926,              0.8563,             0.89963,             0.59148,            0.031642,           0.0080743,           0.0071929,            0.003004,            0.003004,            0.003004
                 214,            0.025278,           0.0064787,           0.0027061,             0.91356,              0.8553,             0.89414,             0.58927,            0.031628,           0.0082073,           0.0071697,            0.002971,            0.002971,            0.002971
                 215,              0.0252,            0.006498,           0.0026339,             0.92497,             0.85096,             0.89387,             0.59614,            0.031457,           0.0082016,           0.0070955,            0.002938,            0.002938,            0.002938
                 216,             0.02617,           0.0063764,           0.0028596,             0.93947,             0.84758,              0.9018,             0.59058,            0.031717,           0.0081639,           0.0071151,            0.002905,            0.002905,            0.002905
                 217,            0.024685,           0.0063947,           0.0025077,             0.93233,             0.85108,             0.90115,             0.59005,             0.03167,           0.0081139,           0.0074077,            0.002872,            0.002872,            0.002872
                 218,            0.025462,           0.0068397,           0.0028545,              0.9309,             0.86764,             0.89921,             0.58576,            0.031935,           0.0081239,           0.0074185,            0.002839,            0.002839,            0.002839
                 219,            0.024874,           0.0065904,           0.0026558,             0.94033,             0.83757,             0.89954,             0.58877,            0.031629,           0.0081258,           0.0076246,            0.002806,            0.002806,            0.002806
                 220,            0.024782,            0.006778,           0.0027845,             0.90955,             0.85416,             0.88362,             0.58381,            0.031928,           0.0081186,           0.0075653,            0.002773,            0.002773,            0.002773
                 221,            0.023779,           0.0061261,           0.0025755,             0.90296,              0.8709,             0.90058,             0.59368,            0.031562,           0.0080638,           0.0075021,             0.00274,             0.00274,             0.00274
                 222,            0.025288,            0.006541,           0.0030467,             0.90989,             0.85034,             0.89567,             0.59804,            0.031545,           0.0079718,           0.0075532,            0.002707,            0.002707,            0.002707
                 223,            0.024613,           0.0064337,           0.0027767,             0.91633,             0.85879,             0.90039,             0.59181,             0.03159,           0.0080419,           0.0076847,            0.002674,            0.002674,            0.002674
                 224,            0.025873,           0.0064911,           0.0028476,             0.92744,             0.84482,             0.89856,             0.58475,            0.031546,           0.0080671,            0.008016,            0.002641,            0.002641,            0.002641
                 225,            0.024442,           0.0065836,           0.0025428,             0.92235,             0.83617,              0.8829,              0.5981,            0.031354,           0.0080843,           0.0083207,            0.002608,            0.002608,            0.002608
                 226,            0.025338,           0.0065599,           0.0028263,             0.93157,             0.86714,             0.90208,             0.59346,            0.031176,           0.0081048,           0.0082505,            0.002575,            0.002575,            0.002575
                 227,            0.024957,           0.0061867,           0.0026893,             0.91422,             0.84338,             0.89002,             0.59833,            0.031132,           0.0080509,           0.0082715,            0.002542,            0.002542,            0.002542
                 228,            0.024288,           0.0064258,           0.0025394,             0.93237,             0.85275,             0.89465,             0.59253,            0.031184,           0.0080795,           0.0084133,            0.002509,            0.002509,            0.002509
                 229,            0.025206,           0.0068274,           0.0027595,             0.93637,             0.84215,             0.90022,              0.5948,            0.031217,           0.0080709,           0.0084891,            0.002476,            0.002476,            0.002476
                 230,            0.024983,           0.0066138,           0.0026122,              0.9092,              0.8395,             0.89509,             0.59479,            0.031532,           0.0080042,           0.0088191,            0.002443,            0.002443,            0.002443
                 231,            0.024354,           0.0062954,           0.0028627,             0.91542,             0.86323,             0.89574,             0.59729,             0.03118,           0.0079226,           0.0096169,             0.00241,             0.00241,             0.00241
                 232,            0.024107,            0.006207,           0.0025944,             0.91702,             0.84898,             0.89854,             0.59176,            0.031267,           0.0079613,           0.0078671,            0.002377,            0.002377,            0.002377
                 233,             0.02403,           0.0064555,            0.002453,             0.91692,             0.84582,             0.89919,             0.59181,            0.031363,            0.007998,           0.0076165,            0.002344,            0.002344,            0.002344
                 234,            0.025426,           0.0064852,           0.0030912,             0.92786,             0.84842,             0.89664,             0.60207,            0.030623,            0.007997,           0.0086279,            0.002311,            0.002311,            0.002311
                 235,            0.024637,           0.0066971,           0.0028307,             0.92045,             0.84427,             0.89594,             0.58902,            0.031027,           0.0080409,           0.0089033,            0.002278,            0.002278,            0.002278
                 236,            0.023912,           0.0064189,           0.0029962,             0.92027,             0.85366,             0.89966,             0.59547,            0.031202,           0.0080323,           0.0080113,            0.002245,            0.002245,            0.002245
                 237,            0.024231,           0.0065436,           0.0028022,             0.92358,             0.86074,             0.90014,             0.59257,            0.031058,           0.0080433,           0.0077918,            0.002212,            0.002212,            0.002212
                 238,            0.023601,            0.006578,           0.0025188,             0.92034,              0.8391,             0.89635,             0.60399,            0.031059,           0.0080605,           0.0078603,            0.002179,            0.002179,            0.002179
                 239,            0.023418,            0.006207,           0.0025756,             0.88355,             0.85665,             0.89143,             0.59496,            0.031156,           0.0080395,           0.0081241,            0.002146,            0.002146,            0.002146
                 240,            0.023873,           0.0065104,           0.0026138,             0.92028,             0.83651,             0.89345,             0.59457,             0.03144,           0.0081081,           0.0084914,            0.002113,            0.002113,            0.002113
                 241,            0.024477,            0.006297,           0.0027458,             0.94231,             0.79784,             0.89162,             0.59392,            0.031519,           0.0081272,           0.0090064,             0.00208,             0.00208,             0.00208
                 242,            0.022803,           0.0058017,           0.0024075,             0.93184,             0.82766,             0.89284,             0.58827,             0.03155,           0.0080624,           0.0090109,            0.002047,            0.002047,            0.002047
                 243,            0.023629,           0.0059352,           0.0026393,             0.93049,             0.84311,             0.90189,             0.59007,            0.031699,           0.0080509,           0.0083224,            0.002014,            0.002014,            0.002014
                 244,             0.02339,           0.0060146,            0.002667,             0.92876,             0.85009,             0.90643,             0.60186,             0.03142,           0.0080242,           0.0082175,            0.001981,            0.001981,            0.001981
                 245,            0.024259,           0.0064708,           0.0027018,             0.90323,             0.84301,             0.88716,             0.59132,             0.03146,           0.0080709,            0.008278,            0.001948,            0.001948,            0.001948
                 246,            0.023313,           0.0063149,           0.0026444,             0.93718,             0.84644,             0.90024,             0.59471,            0.031417,           0.0080881,           0.0082234,            0.001915,            0.001915,            0.001915
                 247,            0.023911,           0.0062619,            0.002581,             0.92901,             0.82334,              0.8878,             0.59104,            0.031342,            0.008101,            0.008534,            0.001882,            0.001882,            0.001882
                 248,            0.023383,           0.0062014,           0.0024765,             0.92922,             0.81051,             0.89292,              0.5911,            0.031334,            0.008091,           0.0086749,            0.001849,            0.001849,            0.001849
                 249,            0.022277,           0.0059917,           0.0023142,             0.93284,             0.82023,             0.89266,             0.59762,            0.031364,           0.0081029,           0.0084376,            0.001816,            0.001816,            0.001816
                 250,            0.024048,            0.006216,           0.0026859,             0.91826,             0.84501,             0.90105,             0.59496,            0.031018,           0.0080824,           0.0082775,            0.001783,            0.001783,            0.001783
                 251,            0.023555,           0.0064623,           0.0024655,             0.92289,             0.82981,             0.89431,             0.59832,            0.031047,           0.0080986,           0.0083123,             0.00175,             0.00175,             0.00175
                 252,            0.023377,           0.0060104,           0.0025927,             0.92888,             0.84006,             0.89958,             0.59331,            0.031383,           0.0082178,           0.0087245,            0.001717,            0.001717,            0.001717
                 253,            0.022812,           0.0065913,           0.0026138,             0.92827,             0.82368,             0.88975,             0.59503,            0.031236,           0.0081568,           0.0089071,            0.001684,            0.001684,            0.001684
                 254,            0.022921,           0.0060016,           0.0024869,             0.90732,             0.85971,             0.90117,             0.59285,            0.031363,           0.0081253,           0.0088327,            0.001651,            0.001651,            0.001651
                 255,            0.023002,           0.0063318,           0.0030361,             0.95014,             0.84579,             0.90241,             0.59676,            0.031568,           0.0081387,           0.0088346,            0.001618,            0.001618,            0.001618
                 256,            0.022585,           0.0062785,           0.0023791,             0.95177,             0.84117,             0.89799,             0.59228,            0.031468,           0.0080862,           0.0088345,            0.001585,            0.001585,            0.001585
                 257,            0.022394,           0.0059964,           0.0023757,             0.94755,             0.84269,               0.894,             0.59693,            0.031434,           0.0081224,           0.0089127,            0.001552,            0.001552,            0.001552
                 258,            0.021437,           0.0059173,           0.0022149,             0.93664,             0.83087,             0.88063,             0.58744,            0.031324,           0.0080976,           0.0085695,            0.001519,            0.001519,            0.001519
                 259,            0.021603,           0.0057185,           0.0024044,              0.9353,             0.83087,             0.88938,             0.59143,            0.031171,           0.0080271,           0.0082129,            0.001486,            0.001486,            0.001486
                 260,            0.022357,           0.0059892,           0.0022416,             0.91611,             0.83473,             0.88282,             0.59212,            0.031107,           0.0080161,           0.0080817,            0.001453,            0.001453,            0.001453
                 261,            0.022268,           0.0063867,           0.0021818,             0.95318,             0.83211,             0.89556,             0.58993,            0.031264,           0.0080576,           0.0079288,             0.00142,             0.00142,             0.00142
                 262,            0.022456,           0.0058387,           0.0025519,             0.93397,             0.82321,             0.88487,             0.58558,            0.031202,           0.0080519,           0.0077424,            0.001387,            0.001387,            0.001387
                 263,            0.021756,           0.0055971,           0.0024673,             0.90418,             0.85201,             0.89341,             0.59445,            0.031302,           0.0080991,           0.0079267,            0.001354,            0.001354,            0.001354
                 264,            0.022119,           0.0060113,           0.0025202,             0.92864,             0.85306,              0.9014,              0.5943,             0.03084,           0.0081053,            0.008303,            0.001321,            0.001321,            0.001321
                 265,            0.021953,           0.0054581,            0.002491,             0.93737,             0.84038,             0.89889,             0.59439,            0.031025,           0.0081835,            0.008918,            0.001288,            0.001288,            0.001288
                 266,            0.022153,           0.0062686,           0.0023011,             0.93892,              0.8311,             0.89073,             0.59911,            0.031212,           0.0081639,           0.0091115,            0.001255,            0.001255,            0.001255
                 267,            0.021828,           0.0062649,           0.0023283,              0.9436,               0.837,             0.90147,             0.60018,            0.031156,            0.008111,           0.0089736,            0.001222,            0.001222,            0.001222
                 268,             0.02254,           0.0058445,           0.0025229,             0.92699,             0.85246,             0.89475,             0.59625,            0.031069,           0.0080514,           0.0084842,            0.001189,            0.001189,            0.001189
                 269,            0.022088,           0.0055533,           0.0023475,             0.92075,              0.8492,              0.8865,             0.59876,            0.031195,           0.0079966,           0.0081722,            0.001156,            0.001156,            0.001156
                 270,            0.021358,           0.0057335,           0.0024192,             0.92551,              0.8595,              0.8916,             0.60107,            0.031251,            0.008029,           0.0081593,            0.001123,            0.001123,            0.001123
                 271,            0.022374,           0.0062713,           0.0023399,             0.93068,             0.86093,             0.89764,             0.60001,            0.031258,           0.0080714,           0.0080175,             0.00109,             0.00109,             0.00109
                 272,            0.022701,            0.006069,           0.0025446,             0.91484,             0.84717,             0.88301,             0.60042,            0.031034,           0.0080581,            0.007919,            0.001057,            0.001057,            0.001057
                 273,            0.022552,           0.0061989,           0.0026601,             0.92952,             0.85555,             0.89689,             0.60189,            0.030981,           0.0080814,           0.0078735,            0.001024,            0.001024,            0.001024
                 274,            0.022303,           0.0060608,           0.0024678,             0.94189,             0.84164,             0.89579,             0.60296,            0.030831,           0.0080986,           0.0080087,            0.000991,            0.000991,            0.000991
                 275,            0.021777,           0.0059534,           0.0025973,             0.93634,             0.83859,             0.89734,             0.60684,            0.030781,           0.0080624,           0.0079269,            0.000958,            0.000958,            0.000958
                 276,            0.021311,           0.0059278,           0.0022596,             0.93566,             0.84232,             0.90004,             0.59551,            0.030906,           0.0080357,           0.0078839,            0.000925,            0.000925,            0.000925
                 277,            0.021063,           0.0058153,           0.0022391,             0.92082,             0.84429,             0.89507,             0.59914,            0.030931,           0.0080204,           0.0078676,            0.000892,            0.000892,            0.000892
                 278,            0.020684,           0.0058695,            0.002257,             0.92234,              0.8536,             0.90275,              0.6003,            0.030708,           0.0079985,             0.00793,            0.000859,            0.000859,            0.000859
                 279,            0.021862,           0.0058948,           0.0025933,             0.92436,             0.85595,             0.89967,             0.60049,            0.030596,           0.0080099,           0.0078892,            0.000826,            0.000826,            0.000826
                 280,            0.021019,            0.006015,           0.0021776,              0.9286,             0.84911,             0.90084,             0.59823,            0.030681,             0.00806,            0.007895,            0.000793,            0.000793,            0.000793
                 281,             0.02148,           0.0055357,           0.0021774,             0.92728,             0.84474,             0.89882,             0.60299,            0.030919,           0.0080667,           0.0079052,             0.00076,             0.00076,             0.00076
                 282,            0.021548,           0.0059096,           0.0023373,             0.92271,             0.84771,             0.89349,             0.59826,            0.030751,           0.0080457,           0.0079873,            0.000727,            0.000727,            0.000727
                 283,            0.021154,           0.0059592,           0.0024014,             0.92679,             0.85252,             0.89925,             0.60508,            0.030801,           0.0080953,            0.008086,            0.000694,            0.000694,            0.000694
                 284,            0.021475,           0.0057559,           0.0023712,             0.96066,             0.82075,             0.89962,             0.60144,             0.03067,           0.0081153,           0.0080472,            0.000661,            0.000661,            0.000661
                 285,            0.021272,           0.0057445,           0.0023039,             0.91947,             0.85579,             0.90051,             0.59768,            0.030614,           0.0081191,           0.0079536,            0.000628,            0.000628,            0.000628
                 286,             0.02094,           0.0059036,           0.0024096,             0.92677,              0.8481,             0.89867,             0.59846,            0.030672,           0.0081058,           0.0078956,            0.000595,            0.000595,            0.000595
                 287,            0.021409,            0.005903,           0.0027016,             0.93724,             0.84752,             0.90314,             0.60005,             0.03066,           0.0080581,           0.0078865,            0.000562,            0.000562,            0.000562
                 288,            0.020626,           0.0055031,           0.0022115,             0.93444,             0.84696,             0.90345,             0.60496,            0.030668,           0.0080514,           0.0078394,            0.000529,            0.000529,            0.000529
                 289,            0.020909,             0.00541,           0.0026606,             0.91425,             0.85764,             0.90477,             0.60359,            0.030603,           0.0080309,           0.0077528,            0.000496,            0.000496,            0.000496
                 290,            0.021602,           0.0057422,            0.002767,             0.92662,             0.84774,             0.90454,             0.60887,            0.030683,           0.0080361,           0.0077842,            0.000463,            0.000463,            0.000463
                 291,              0.0202,           0.0056658,              0.0024,             0.95684,             0.82653,             0.90176,             0.60678,            0.030712,           0.0080214,           0.0078432,             0.00043,             0.00043,             0.00043
                 292,            0.020083,           0.0057752,           0.0021759,             0.94574,             0.82921,             0.90356,              0.6067,            0.030705,           0.0080471,           0.0079514,            0.000397,            0.000397,            0.000397
                 293,             0.02067,           0.0059932,           0.0028501,             0.95295,             0.82756,             0.90209,             0.60851,            0.030609,           0.0080791,           0.0080906,            0.000364,            0.000364,            0.000364
                 294,            0.020567,           0.0060297,           0.0022318,             0.93535,             0.84487,              0.9013,             0.60525,            0.030482,           0.0080833,           0.0081307,            0.000331,            0.000331,            0.000331
                 295,            0.021287,           0.0058856,           0.0024655,             0.93421,             0.84575,             0.89821,             0.60273,            0.030613,            0.008121,           0.0081493,            0.000298,            0.000298,            0.000298
                 296,            0.020547,           0.0057779,           0.0024082,              0.9341,             0.84403,             0.89843,             0.60578,            0.030512,           0.0080962,           0.0081682,            0.000265,            0.000265,            0.000265
                 297,            0.020305,           0.0055287,           0.0022617,             0.92652,             0.84131,              0.8923,             0.60783,            0.030482,           0.0080905,           0.0081154,            0.000232,            0.000232,            0.000232
                 298,            0.019985,           0.0054621,           0.0022952,              0.9273,             0.84206,             0.89278,             0.61144,            0.030551,              0.0081,            0.008137,            0.000199,            0.000199,            0.000199
                 299,            0.020601,           0.0055278,           0.0022606,             0.93721,             0.85385,             0.90397,             0.60859,            0.030577,           0.0080976,           0.0080935,            0.000166,            0.000166,            0.000166
