                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    219,                 0.4727,                0.29414,                0.79642,                0.80479,                0.32847,                0.79427,                0.91812,                0.73464,                0.80136,                0.56563,                0.71652,                0.35878,                0.86783,                 1.0263,                0.45768,                0.84375,             0.00031541,             0.00031541,             0.00031541
                    220,                0.48161,                0.28315,                0.79196,                0.79747,                0.31982,                0.79908,                0.91836,                  0.748,                0.80275,                0.56348,                0.73695,                0.36292,                0.87651,                 1.0185,                 0.4633,                0.85225,             0.00031175,             0.00031175,             0.00031175
                    221,                0.48427,                0.30182,                0.80089,                0.78877,                0.32527,                0.79966,                0.91893,                0.73575,                0.80573,                0.56075,                0.74214,                0.37522,                0.87031,                 1.0251,                 0.4675,                0.84699,             0.00030808,             0.00030808,             0.00030808
                    222,                0.48492,                0.29198,                0.80724,                0.80618,                0.31298,                0.80567,                0.93403,                0.74235,                0.81011,                0.56143,                0.73219,                0.39701,                0.85183,                 1.0152,                 0.4736,                0.84423,             0.00030441,             0.00030441,             0.00030441
                    223,                0.48808,                0.29555,                0.80906,                0.79695,                0.32032,                0.80496,                0.90712,                0.74974,                0.80417,                0.56625,                0.71979,                0.39776,                0.85212,                 1.0162,                0.46806,                0.83429,             0.00030075,             0.00030075,             0.00030075
                    224,                0.47151,                0.29597,                0.80074,                0.81101,                0.32346,                0.80035,                0.93616,                0.73851,                  0.806,                0.57365,                0.70458,                0.37408,                0.83603,                0.98736,                0.44316,                0.82977,             0.00029708,             0.00029708,             0.00029708
                    225,                0.47477,                0.28422,                0.79571,                0.78603,                0.29952,                0.79793,                0.93272,                0.74366,                0.80589,                0.57556,                0.71242,                0.38724,                0.84166,                0.98284,                0.46325,                0.82943,             0.00029342,             0.00029342,             0.00029342
                    226,                0.51334,                0.30509,                0.82453,                0.83525,                0.32251,                0.81812,                0.93785,                0.73531,                0.80148,                0.57695,                0.71737,                0.37501,                0.85302,                0.96979,                0.43702,                0.82646,             0.00028975,             0.00028975,             0.00028975
                    227,                0.48321,                0.29499,                  0.797,                0.79232,                0.32426,                0.79374,                0.94747,                 0.7543,                0.81058,                0.57344,                0.72894,                0.37572,                 0.8563,                 1.0051,                0.44176,                0.83702,             0.00028608,             0.00028608,             0.00028608
                    228,                0.49111,                0.29636,                0.80528,                0.77779,                0.30537,                0.80262,                0.96556,                0.73976,                0.81135,                0.56587,                0.71361,                0.38952,                0.84225,                 1.0226,                0.45477,                0.83415,             0.00028242,             0.00028242,             0.00028242
                    229,                0.45639,                0.28688,                0.79499,                0.76342,                0.29666,                0.79913,                0.95445,                0.74073,                0.80609,                0.56984,                0.71352,                0.38946,                0.84299,                 1.0214,                0.46157,                0.83141,             0.00027875,             0.00027875,             0.00027875
                    230,                0.43869,                0.26517,                0.79719,                 0.7223,                0.26079,                 0.7977,                0.96718,                0.73154,                0.80674,                0.56525,                0.71797,                0.38494,                0.84647,                 1.0168,                0.46124,                0.83184,             0.00027508,             0.00027508,             0.00027508
                    231,                 0.4448,                0.27317,                0.79741,                0.74793,                0.30376,                0.79405,                0.95456,                0.71771,                0.79876,                0.56572,                0.71269,                0.38297,                0.84386,                  1.003,                0.47501,                 0.8293,             0.00027142,             0.00027142,             0.00027142
                    232,                0.45209,                0.27712,                0.79809,                0.74422,                0.28935,                0.80167,                0.96105,                0.73071,                0.81242,                0.56821,                0.70657,                0.38334,                0.83766,                 1.0171,                0.46702,                0.82647,             0.00026775,             0.00026775,             0.00026775
                    233,                0.46216,                0.27642,                0.80406,                0.77827,                0.32496,                0.80312,                 0.9589,                0.72982,                 0.8098,                0.57384,                 0.6987,                0.37737,                0.83467,                  1.002,                0.45159,                0.82614,             0.00026408,             0.00026408,             0.00026408
                    234,                0.44495,                0.27301,                0.81255,                0.74132,                0.28327,                0.80702,                0.90779,                0.75151,                0.80823,                0.57034,                0.68518,                0.38634,                0.83723,                 1.0157,                0.45658,                0.83129,             0.00026042,             0.00026042,             0.00026042
                    235,                0.43066,                0.26708,                 0.7906,                0.74798,                0.29548,                0.79404,                0.91864,                0.75568,                 0.8001,                0.56114,                0.69582,                0.40253,                0.83408,                 1.0262,                0.47484,                0.82809,             0.00025675,             0.00025675,             0.00025675
                    236,                 0.4496,                0.27126,                0.79001,                0.75782,                0.29265,                0.78741,                0.93684,                0.73675,                0.80458,                 0.5689,                0.69577,                0.40419,                0.83405,                 1.0152,                0.49174,                0.82434,             0.00025309,             0.00025309,             0.00025309
                    237,                0.43537,                0.27506,                0.79617,                0.73511,                 0.3126,                0.79616,                0.93143,                0.74195,                0.80453,                0.57476,                0.67931,                0.39872,                0.83271,                 0.9878,                0.49273,                0.82708,             0.00024942,             0.00024942,             0.00024942
                    238,                  0.463,                0.28421,                0.80775,                0.78429,                0.29842,                0.80962,                0.90353,                 0.7408,                0.80278,                 0.5784,                0.66149,                0.38848,                0.82686,                0.97883,                0.50215,                0.81964,             0.00024575,             0.00024575,             0.00024575
                    239,                0.43734,                0.28452,                0.79362,                0.72229,                0.31381,                0.79578,                0.90668,                 0.7392,                0.79554,                 0.5721,                0.66693,                0.38136,                0.82762,                0.98349,                0.50239,                0.82341,             0.00024209,             0.00024209,             0.00024209
                    240,                0.44765,                 0.2765,                0.79938,                0.75392,                0.29985,                0.79911,                0.90305,                0.73198,                0.80051,                 0.5651,                 0.6792,                0.40829,                0.82819,                0.99867,                0.51921,                0.82094,             0.00023842,             0.00023842,             0.00023842
                    241,                0.45868,                0.28194,                0.79735,                0.73918,                0.31547,                0.79201,                0.90825,                  0.723,                0.79612,                0.56454,                0.68914,                0.42385,                0.83127,                 1.0116,                0.54018,                0.83172,             0.00023475,             0.00023475,             0.00023475
                    242,                0.44523,                0.27035,                0.79346,                0.75619,                0.31293,                0.79531,                0.91676,                0.74377,                0.80945,                0.57557,                0.69217,                0.39135,                0.84223,                0.99266,                0.50008,                0.83633,             0.00023109,             0.00023109,             0.00023109
                    243,                0.44105,                0.27117,                0.79067,                 0.7251,                0.30801,                0.78497,                0.88687,                0.75197,                0.80742,                0.58166,                0.68453,                0.37788,                0.83667,                0.98076,                  0.471,                0.83109,             0.00022742,             0.00022742,             0.00022742
                    244,                0.43039,                 0.2729,                0.79649,                0.73769,                0.29876,                0.79413,                0.89001,                0.76102,                0.80737,                0.57997,                0.68543,                0.42932,                 0.8434,                0.97141,                0.48756,                0.83502,             0.00022376,             0.00022376,             0.00022376
                    245,                0.43623,                0.27057,                 0.8015,                0.72011,                0.28587,                0.79571,                0.91374,                0.76184,                 0.8008,                0.56944,                0.68978,                0.43355,                0.84247,                0.98711,                0.51394,                 0.8354,             0.00022009,             0.00022009,             0.00022009
                    246,                0.44595,                0.27643,                0.81505,                0.71915,                 0.3038,                0.81058,                0.90273,                0.75447,                0.80071,                0.57018,                0.69146,                0.44494,                0.83632,                0.97383,                0.52243,                0.83127,             0.00021642,             0.00021642,             0.00021642
                    247,                0.44033,                0.27318,                0.79906,                0.74739,                0.30098,                0.80053,                 0.9438,                0.72796,                0.80009,                0.57131,                0.69094,                0.44088,                0.83455,                0.96766,                0.51643,                0.82873,             0.00021276,             0.00021276,             0.00021276
                    248,                0.42855,                0.25985,                0.79119,                  0.728,                0.28943,                0.78759,                0.93102,                0.74486,                0.80543,                0.56588,                0.70664,                 0.4536,                0.84719,                 1.0037,                0.49347,                  0.836,             0.00020909,             0.00020909,             0.00020909
                    249,                 0.4519,                0.27148,                0.78363,                0.77565,                0.30365,                0.78858,                 0.9248,                0.73433,                0.79842,                0.57157,                0.69379,                0.43169,                0.84823,                0.98323,                  0.494,                0.84331,             0.00020542,             0.00020542,             0.00020542
                    250,                 0.4308,                0.27523,                0.79597,                0.74966,                 0.3129,                0.80146,                0.93796,                 0.7291,                0.81106,                0.57014,                0.69191,                0.41129,                0.84402,                0.98683,                0.50732,                0.84202,             0.00020176,             0.00020176,             0.00020176
                    251,                0.44346,                0.26977,                 0.8026,                0.75897,                 0.2881,                0.80463,                0.95568,                0.71761,                0.81089,                 0.5719,                0.68356,                0.40962,                 0.8404,                0.99319,                0.49468,                0.84023,             0.00019809,             0.00019809,             0.00019809
                    252,                0.45724,                0.28417,                0.80034,                0.77192,                 0.3004,                0.79453,                0.95598,                0.71918,                 0.8083,                0.56406,                0.68859,                0.40672,                0.83614,                0.99303,                0.51243,                0.84023,             0.00019442,             0.00019442,             0.00019442
                    253,                0.44316,                 0.2774,                0.79814,                 0.7421,                0.30929,                0.79803,                0.95862,                 0.7199,                0.80451,                0.57255,                0.68839,                0.39772,                0.83845,                 0.9989,                0.50536,                0.84203,             0.00019076,             0.00019076,             0.00019076
                    254,                0.43328,                0.27253,                 0.7939,                0.74502,                0.30358,                0.79491,                0.96244,                0.71737,                0.80879,                0.57913,                0.68396,                0.39527,                0.83787,                0.98095,                0.48812,                0.83387,             0.00018709,             0.00018709,             0.00018709
                    255,                0.45057,                0.27789,                0.78813,                0.76229,                0.30396,                0.79069,                0.87458,                0.76137,                0.80509,                0.57382,                0.68973,                0.39097,                0.83877,                0.98449,                0.50405,                0.83597,             0.00018343,             0.00018343,             0.00018343
                    256,                0.42706,                0.26769,                 0.7889,                0.71507,                0.30549,                0.78977,                0.95817,                0.72774,                0.80973,                 0.5759,                0.69181,                0.38749,                0.84067,                0.99701,                0.46888,                0.83466,             0.00017976,             0.00017976,             0.00017976
                    257,                0.42583,                0.25976,                0.79072,                0.68717,                 0.2612,                0.78779,                0.89308,                0.77054,                0.81703,                0.57843,                0.68174,                0.38774,                0.83308,                 0.9824,                0.46009,                0.82906,             0.00017609,             0.00017609,             0.00017609
                    258,                0.42102,                0.25589,                0.81011,                0.72622,                0.28535,                0.80704,                0.95558,                0.74016,                0.81814,                0.57815,                0.67971,                 0.3923,                0.83442,                0.97749,                0.47844,                0.83297,             0.00017243,             0.00017243,             0.00017243
                    259,                0.42095,                0.25805,                 0.7969,                0.71137,                0.26976,                0.79167,                0.95235,                0.74069,                0.81718,                0.58305,                0.69324,                 0.4022,                0.83358,                0.97767,                0.46922,                0.82733,             0.00016876,             0.00016876,             0.00016876
                    260,                0.42282,                0.26163,                0.80204,                0.72542,                0.27291,                0.79881,                0.89399,                0.76487,                0.81339,                0.58104,                0.68489,                0.40922,                  0.831,                0.96856,                0.47564,                0.82352,             0.00016509,             0.00016509,             0.00016509
                    261,                0.43315,                 0.2691,                0.79934,                0.71443,                0.29684,                0.79335,                0.89898,                0.76506,                0.81259,                0.57988,                0.68444,                 0.3992,                0.83278,                0.97567,                0.47981,                 0.8233,             0.00016143,             0.00016143,             0.00016143
                    262,                0.43582,                0.27316,                0.80945,                0.74419,                 0.3004,                0.80651,                0.90873,                0.76151,                0.81306,                0.57796,                0.68196,                 0.3848,                0.83669,                0.98749,                 0.4616,                0.82882,             0.00015776,             0.00015776,             0.00015776
                    263,                 0.4302,                0.26481,                0.80084,                0.71033,                0.29971,                0.79944,                0.92067,                0.76237,                0.81464,                 0.5857,                0.68786,                0.39233,                0.83457,                0.98318,                0.45303,                0.82864,              0.0001541,              0.0001541,              0.0001541
                    264,                0.42644,                0.26388,                0.80303,                0.72857,                0.28311,                0.80968,                0.92345,                0.76451,                0.81486,                0.58352,                0.67701,                0.38684,                 0.8301,                0.98838,                 0.4498,                 0.8289,             0.00015043,             0.00015043,             0.00015043
                    265,                 0.4144,                0.26409,                0.79938,                0.71775,                0.28988,                0.80393,                0.93209,                0.76378,                 0.8138,                 0.5781,                0.68378,                0.39344,                0.82746,                 1.0063,                0.46457,                0.83158,             0.00014676,             0.00014676,             0.00014676
                    266,                 0.4218,                0.26043,                0.81248,                0.72057,                0.28645,                 0.8086,                0.92228,                0.76101,                0.81106,                0.57789,                0.67899,                0.38905,                0.83023,                 1.0021,                 0.4675,                0.83408,              0.0001431,              0.0001431,              0.0001431
                    267,                 0.3962,                0.25341,                0.79466,                0.68541,                0.27618,                0.79209,                0.93175,                0.76006,                0.81237,                0.57718,                0.67442,                0.38171,                0.83052,                0.99376,                0.45988,                0.83451,             0.00013943,             0.00013943,             0.00013943
                    268,                0.39848,                0.25225,                0.79723,                 0.7015,                0.27801,                0.79785,                0.91691,                 0.7633,                0.81197,                0.58425,                0.66693,                0.37722,                0.82899,                0.97251,                0.45171,                0.83077,             0.00013576,             0.00013576,             0.00013576
                    269,                0.41437,                0.25236,                0.80785,                0.70471,                0.27762,                0.80475,                0.91903,                0.77014,                0.81435,                0.58955,                0.66623,                 0.3788,                0.82666,                0.97327,                0.43835,                0.82967,              0.0001321,              0.0001321,              0.0001321
                    270,                0.41536,                0.25634,                0.79513,                0.72789,                0.29544,                0.79282,                0.90161,                0.76513,                0.81413,                0.57975,                0.67192,                0.37741,                0.82506,                0.98979,                 0.4561,                0.82885,             0.00012843,             0.00012843,             0.00012843
                    271,                0.38105,                0.24338,                0.79031,                0.65004,                0.26643,                0.79453,                0.93301,                0.74066,                0.80752,                0.57967,                0.66661,                0.37627,                0.82519,                0.98377,                0.44194,                0.82752,             0.00012477,             0.00012477,             0.00012477
                    272,                0.39527,                0.24418,                0.79061,                0.69249,                0.27522,                0.79071,                0.92043,                0.75334,                0.80974,                0.58482,                0.66704,                0.38978,                0.82977,                0.97288,                0.44292,                0.82865,              0.0001211,              0.0001211,              0.0001211
                    273,                0.40126,                 0.2586,                0.80002,                0.70126,                0.26921,                0.80205,                0.90826,                0.76262,                0.80988,                0.58164,                0.67104,                0.38187,                0.83124,                0.98014,                0.44512,                0.82926,             0.00011743,             0.00011743,             0.00011743
                    274,                0.42199,                0.26163,                0.78785,                0.74217,                0.30156,                0.79026,                0.91523,                0.77478,                0.81571,                0.58264,                0.67313,                0.37601,                0.82995,                0.97299,                0.43223,                 0.8266,             0.00011377,             0.00011377,             0.00011377
                    275,                0.40718,                0.25443,                0.79484,                0.69263,                0.27775,                0.79146,                0.90863,                0.77326,                0.81598,                0.58481,                0.66827,                0.37635,                0.82518,                0.96064,                 0.4369,                0.82527,              0.0001101,              0.0001101,              0.0001101
                    276,                 0.4163,                0.26028,                0.80172,                0.68529,                0.27978,                 0.7965,                0.90875,                0.77161,                0.81173,                0.58932,                0.66057,                0.37389,                0.82502,                0.95305,                0.42931,                0.82505,             0.00010643,             0.00010643,             0.00010643
                    277,                0.40653,                 0.2661,                0.79661,                0.71027,                0.30742,                 0.7909,                0.93804,                0.76324,                0.81309,                0.59005,                0.65975,                0.36262,                 0.8242,                0.94985,                0.43092,                 0.8267,             0.00010277,             0.00010277,             0.00010277
                    278,                0.39463,                0.24699,                0.79479,                0.68395,                0.28162,                0.79602,                0.94223,                0.75385,                 0.8125,                0.59034,                0.66198,                 0.3622,                0.82568,                0.95716,                0.43273,                0.83017,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    279,                0.39414,                0.24553,                0.78254,                0.68663,                0.26474,                0.77781,                0.92357,                 0.7625,                0.81366,                0.59237,                0.66375,                0.36142,                0.82532,                0.95787,                0.43737,                0.83129,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    280,                0.38981,                0.24811,                0.78719,                 0.6875,                 0.2819,                0.78529,                0.94018,                0.74322,                 0.8106,                0.59116,                0.66067,                0.36334,                 0.8246,                 0.9698,                0.43961,                0.83283,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    281,                0.40376,                0.25145,                0.80774,                0.68828,                 0.2727,                0.80553,                0.94813,                0.73568,                0.81092,                 0.5904,                0.67446,                0.37567,                0.82961,                0.98339,                0.45966,                0.84103,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    282,                0.39893,                0.25096,                0.78964,                0.68147,                 0.2714,                0.78583,                0.91659,                0.76456,                  0.812,                 0.5919,                0.66008,                0.37104,                0.82471,                0.97886,                0.44341,                0.83348,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    283,                0.41712,                0.25527,                0.79377,                0.71289,                0.29676,                0.80039,                0.95858,                0.73874,                 0.8121,                0.59196,                 0.6565,                 0.3705,                  0.825,                0.96944,                0.44719,                0.83449,              8.077e-05,              8.077e-05,              8.077e-05
                    284,                0.40811,                 0.2461,                0.80421,                0.68719,                0.26301,                0.80213,                0.95111,                 0.7464,                0.81536,                0.58937,                0.67248,                0.36948,                0.82632,                0.98292,                0.45782,                0.83479,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    285,                0.39019,                0.24337,                0.79456,                 0.6658,                0.28151,                0.79196,                0.92665,                0.76771,                0.81143,                0.58718,                0.67059,                0.36967,                0.82744,                0.98189,                0.44792,                0.83435,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    286,                 0.3989,                0.25318,                 0.8021,                 0.6721,                0.28446,                0.79997,                0.93106,                0.76045,                0.81212,                0.58305,                0.67454,                0.36874,                0.82974,                0.98239,                0.44424,                0.83468,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    287,                0.39352,                0.24965,                0.79836,                0.65514,                0.27832,                0.79279,                 0.9325,                0.76239,                0.81247,                0.58483,                0.67068,                0.36058,                0.82845,                 0.9739,                 0.4453,                0.83271,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    288,                0.38912,                0.23655,                0.79108,                0.69311,                0.26039,                0.78991,                 0.9352,                0.75707,                0.81274,                0.58515,                0.66422,                0.36079,                0.82665,                0.97004,                0.43796,                0.82705,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    289,                0.37952,                0.25186,                0.77442,                 0.6751,                0.28727,                0.77912,                 0.9385,                0.76771,                0.81466,                0.58677,                0.66762,                0.36439,                0.82507,                0.96732,                0.43761,                0.82461,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    290,                0.37844,                0.23893,                0.78921,                0.66693,                0.27722,                0.78256,                 0.9368,                0.76771,                0.81487,                0.59008,                 0.6662,                0.36199,                0.82579,                0.96387,                0.43285,                0.82313,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    291,                0.38911,                0.23749,                0.78076,                0.66896,                0.27606,                0.78641,                0.93799,                0.76737,                0.81784,                0.59297,                0.66941,                0.36058,                0.82777,                0.96502,                 0.4432,                 0.8265,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    292,                0.39077,                0.23869,                0.78023,                0.66898,                0.24645,                0.77986,                0.93801,                0.76353,                0.81816,                0.59366,                0.66772,                0.36355,                 0.8285,                0.96085,                0.43998,                0.82815,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    293,                0.35855,                0.22511,                0.76648,                0.62921,                0.24602,                0.76629,                0.93519,                0.76667,                0.81743,                0.59239,                0.66955,                0.36742,                0.82966,                0.96054,                0.45447,                0.82884,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    294,                0.35637,                0.22382,                0.77204,                 0.6367,                0.24934,                0.77378,                0.91409,                0.76771,                0.81701,                0.58823,                0.67109,                0.37146,                0.83013,                0.96368,                0.46542,                 0.8285,              4.044e-05,              4.044e-05,              4.044e-05
                    295,                0.35625,                0.22185,                 0.7709,                0.62573,                0.25191,                0.77097,                  0.922,                0.76924,                0.81739,                0.58846,                0.66997,                0.37441,                0.82962,                0.96496,                0.46753,                0.82846,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    296,                0.35115,                0.22585,                0.76822,                0.62062,                0.24315,                0.76918,                0.94499,                0.76482,                0.81874,                0.59076,                0.67091,                0.37432,                0.82985,                0.96616,                0.46358,                 0.8292,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    297,                0.36448,                0.22078,                 0.7911,                0.66285,                0.23509,                 0.7923,                0.95475,                0.75536,                0.81779,                0.58976,                0.67459,                0.37379,                0.83144,                0.97026,                0.45858,                0.82933,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    298,                0.35837,                0.22301,                0.76521,                0.65787,                0.26833,                0.76724,                0.94938,                0.74024,                 0.8162,                0.58611,                0.67518,                0.37152,                0.83158,                0.96919,                0.45503,                0.82843,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    299,                0.34646,                 0.2113,                0.76435,                0.62163,                0.22323,                0.76582,                 0.9604,                0.73737,                0.81558,                0.58496,                0.67256,                0.36675,                0.83072,                 0.9664,                0.45322,                 0.8302,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    300,                0.34585,                0.21747,                0.77133,                0.61048,                 0.2319,                0.76834,                0.93101,                0.75468,                0.81554,                0.58551,                0.67242,                0.36526,                0.83065,                0.96696,                0.45003,                0.83083,             1.8443e-05,             1.8443e-05,             1.8443e-05
