                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.68383,                0.41151,                0.83735,                 1.0897,                0.47768,                0.83458,                0.92122,                0.72338,                 0.7926,                0.52242,                0.77866,                0.44519,                0.87398,                 1.1832,                0.53234,                0.86147,             0.00072604,             0.00072604,             0.00072604
                    108,                0.68653,                0.42466,                0.84531,                 1.0804,                 0.5075,                0.83294,                0.87612,                0.72983,                0.77558,                0.52724,                0.77218,                0.43648,                0.87128,                 1.1303,                0.54723,                0.87018,             0.00072237,             0.00072237,             0.00072237
                    109,                0.69599,                0.44013,                0.84948,                 1.0613,                0.50197,                0.84345,                0.86154,                0.70693,                0.78352,                0.53044,                0.74579,                0.44241,                0.85046,                 1.1404,                0.58517,                0.85137,             0.00071871,             0.00071871,             0.00071871
                    110,                0.66812,                0.38772,                0.82904,                 1.0537,                0.45191,                0.82531,                0.90424,                0.70877,                0.78889,                0.53914,                0.74772,                0.47114,                   0.86,                 1.0939,                0.56509,                0.84556,             0.00071504,             0.00071504,             0.00071504
                    111,                0.66054,                0.38741,                0.84657,                 1.0281,                0.44143,                0.83878,                0.85222,                0.71898,                0.77818,                 0.5248,                0.74926,                0.51844,                0.86696,                 1.1047,                 0.6252,                0.85157,             0.00071137,             0.00071137,             0.00071137
                    112,                0.64568,                0.39871,                0.83123,                 1.0052,                0.43493,                0.82383,                0.91495,                0.73833,                0.79521,                 0.5336,                0.77147,                 0.4951,                0.87694,                  1.123,                0.56501,                0.85491,             0.00070771,             0.00070771,             0.00070771
                    113,                0.64011,                0.36959,                0.82709,                 1.0246,                0.42708,                0.82504,                0.89357,                0.73031,                0.79062,                 0.5368,                0.74957,                0.45108,                0.87081,                 1.0559,                0.54707,                0.86292,             0.00070404,             0.00070404,             0.00070404
                    114,                0.66431,                0.40249,                  0.843,                 1.0722,                0.49505,                 0.8452,                0.88256,                0.71974,                0.78135,                0.52954,                0.77521,                0.43154,                0.86623,                 1.1424,                0.56143,                0.85693,             0.00070037,             0.00070037,             0.00070037
                    115,                0.63175,                 0.3918,                0.83089,                  1.036,                0.44034,                0.83235,                0.86264,                0.73154,                0.78093,                0.52223,                0.77935,                0.44108,                0.87276,                 1.1588,                0.60479,                0.86111,             0.00069671,             0.00069671,             0.00069671
                    116,                0.64565,                0.37464,                0.84185,                 1.0483,                0.44603,                0.84006,                0.83251,                0.73341,                0.77752,                0.51998,                0.73772,                0.43905,                0.86422,                  1.119,                0.55596,                0.87165,             0.00069304,             0.00069304,             0.00069304
                    117,                0.64636,                0.39436,                0.83524,                 1.0268,                0.45782,                0.83506,                0.87737,                0.71724,                0.77475,                0.52557,                0.77905,                0.44618,                0.89369,                 1.1295,                0.56743,                0.88183,             0.00068938,             0.00068938,             0.00068938
                    118,                0.61133,                0.39167,                0.81958,                  1.022,                0.47942,                0.81913,                 0.8976,                0.68671,                0.77418,                0.54118,                0.72597,                0.45106,                0.86495,                 1.0864,                0.53847,                0.86997,             0.00068571,             0.00068571,             0.00068571
                    119,                0.64097,                0.39054,                0.82909,                 1.0094,                0.45412,                0.83006,                0.90561,                 0.6885,                0.76932,                0.52685,                 0.7356,                0.48235,                0.86201,                 1.0949,                0.57059,                0.86812,             0.00068204,             0.00068204,             0.00068204
                    120,                0.64599,                0.40258,                0.84741,                  1.007,                0.46279,                0.83802,                0.88601,                0.72905,                0.77942,                0.53382,                0.74716,                0.49333,                0.86129,                 1.0581,                0.55155,                0.85736,             0.00067838,             0.00067838,             0.00067838
                    121,                0.65342,                0.40043,                0.84034,                 1.0326,                0.44487,                0.84023,                0.88364,                0.72921,                0.77371,                0.52241,                0.76037,                0.47334,                0.86168,                 1.1082,                0.59149,                0.86395,             0.00067471,             0.00067471,             0.00067471
                    122,                0.66173,                0.40271,                0.82706,                 1.0602,                0.45767,                0.82435,                0.87572,                0.73413,                0.77373,                0.53299,                0.77729,                0.44863,                0.85843,                 1.1098,                0.54024,                0.86484,             0.00067104,             0.00067104,             0.00067104
                    123,                0.62381,                0.37252,                0.83852,                 1.0111,                0.41309,                0.83977,                0.86443,                 0.7007,                0.74936,                0.52584,                0.79094,                0.46016,                0.87112,                 1.1237,                0.57876,                0.87534,             0.00066738,             0.00066738,             0.00066738
                    124,                0.63555,                0.37027,                0.84018,                 1.0203,                0.41984,                0.83347,                0.89428,                0.69706,                0.75689,                0.52919,                0.75083,                0.45133,                0.86207,                 1.0846,                0.60077,                0.87623,             0.00066371,             0.00066371,             0.00066371
                    125,                0.61044,                0.37263,                0.82437,                0.98808,                0.43341,                0.82497,                0.87208,                0.76316,                 0.7895,                 0.5378,                0.75747,                 0.4157,                0.84977,                 1.0861,                0.48439,                0.85909,             0.00066005,             0.00066005,             0.00066005
                    126,                0.63927,                0.38492,                0.84309,                0.99032,                0.45105,                0.83732,                0.86346,                 0.7627,                0.78707,                0.54126,                0.74185,                0.42126,                0.85506,                  1.095,                0.49205,                0.86042,             0.00065638,             0.00065638,             0.00065638
                    127,                0.64679,                0.38087,                0.82418,                 1.0295,                0.43733,                0.82288,                0.90341,                0.74632,                0.78988,                0.54024,                0.72325,                0.41692,                0.84844,                 1.0648,                  0.483,                0.84692,             0.00065271,             0.00065271,             0.00065271
                    128,                0.62964,                0.38288,                0.83316,                0.97941,                0.42229,                0.82383,                0.91856,                0.73819,                0.79136,                0.54056,                0.74196,                0.42386,                0.85476,                 1.0949,                0.49874,                0.85305,             0.00064905,             0.00064905,             0.00064905
                    129,                0.62465,                0.37918,                0.83388,                 1.0006,                0.44105,                 0.8336,                0.88415,                0.75659,                0.78306,                0.53564,                0.73431,                0.43659,                0.85466,                 1.0825,                0.50477,                0.85015,             0.00064538,             0.00064538,             0.00064538
                    130,                0.64174,                0.37849,                0.82604,                 1.0043,                0.39573,                0.81978,                0.95034,                0.72101,                0.77732,                0.54128,                0.73618,                0.42271,                0.85014,                 1.0856,                0.45222,                0.85123,             0.00064171,             0.00064171,             0.00064171
                    131,                0.61097,                0.36612,                 0.8244,                0.97464,                0.40135,                0.82506,                0.93345,                0.72017,                 0.7862,                0.54848,                 0.7108,                0.40957,                0.84383,                 1.0556,                0.46159,                  0.844,             0.00063805,             0.00063805,             0.00063805
                    132,                0.64213,                0.37676,                0.83273,                  1.013,                0.42904,                0.82645,                0.94502,                0.73742,                0.78943,                0.54497,                0.73412,                0.44273,                0.84708,                 1.1009,                0.48889,                0.85725,             0.00063438,             0.00063438,             0.00063438
                    133,                0.60979,                0.36977,                0.81694,                 1.0067,                0.42675,                0.81916,                0.94409,                0.73527,                0.80053,                0.55684,                0.73102,                0.41229,                0.84924,                 1.0997,                 0.4681,                0.85525,             0.00063071,             0.00063071,             0.00063071
                    134,                0.63146,                0.38412,                0.83521,                 1.0513,                 0.4526,                0.83673,                0.92562,                0.73557,                 0.7961,                0.55465,                0.74944,                0.42558,                0.85245,                 1.0712,                0.44138,                0.84541,             0.00062705,             0.00062705,             0.00062705
                    135,                0.60906,                0.37017,                0.82937,                0.98298,                0.43098,                0.83001,                0.85063,                0.74998,                0.78989,                0.54164,                0.73753,                0.44616,                0.84352,                 1.0985,                0.49592,                0.84177,             0.00062338,             0.00062338,             0.00062338
                    136,                0.59746,                0.35758,                0.82517,                0.96918,                0.39867,                0.82248,                0.89293,                0.73826,                0.79366,                0.53949,                0.71693,                0.42602,                0.84114,                 1.0934,                0.48625,                0.84897,             0.00061972,             0.00061972,             0.00061972
                    137,                0.60712,                0.38394,                0.83395,                0.96224,                0.43641,                  0.826,                0.91728,                0.72209,                 0.7938,                0.55339,                0.72231,                0.44776,                0.85246,                 1.0527,                0.51089,                0.84789,             0.00061605,             0.00061605,             0.00061605
                    138,                0.60212,                0.36033,                0.82165,                0.96693,                0.41287,                0.82025,                0.88633,                0.75016,                0.79817,                0.55874,                0.72799,                0.43799,                0.85256,                 1.0049,                0.49222,                0.83657,             0.00061238,             0.00061238,             0.00061238
                    139,                 0.5973,                0.35837,                0.82731,                0.97347,                0.41138,                0.82304,                0.95561,                0.76263,                0.81694,                0.55052,                0.72988,                0.42258,                0.84505,                 1.0592,                0.50024,                0.83584,             0.00060872,             0.00060872,             0.00060872
                    140,                0.62624,                0.37132,                0.82594,                0.97226,                0.41628,                0.81673,                0.93266,                0.74955,                0.80778,                0.54394,                0.76731,                0.45215,                0.85299,                 1.0993,                0.52102,                0.84271,             0.00060505,             0.00060505,             0.00060505
                    141,                0.59681,                 0.3668,                0.81625,                0.94431,                0.41174,                0.80957,                0.88514,                0.72657,                0.78951,                0.54602,                0.75539,                0.46157,                0.85931,                 1.0845,                0.53753,                0.84373,             0.00060138,             0.00060138,             0.00060138
                    142,                0.60733,                0.35942,                0.83888,                0.95647,                0.40413,                0.82562,                0.87208,                0.73796,                 0.7814,                0.55074,                0.71909,                0.43144,                0.84598,                 1.0385,                0.51929,                0.83875,             0.00059772,             0.00059772,             0.00059772
                    143,                0.58663,                0.35493,                0.82193,                0.95351,                0.41736,                0.81949,                0.90607,                0.73251,                0.79458,                0.54973,                 0.7198,                0.43943,                 0.8416,                 1.0394,                0.51134,                0.82969,             0.00059405,             0.00059405,             0.00059405
                    144,                0.59366,                0.36974,                 0.8218,                0.95526,                0.42282,                0.82055,                0.89691,                0.74063,                0.79701,                0.54824,                0.71943,                0.42866,                0.84556,                 1.0274,                0.53457,                0.83268,             0.00059039,             0.00059039,             0.00059039
                    145,                0.59024,                0.36814,                0.81696,                0.92798,                0.40172,                0.81728,                0.87853,                0.73465,                0.79242,                0.54143,                0.73332,                0.45322,                0.84435,                  1.027,                0.60133,                0.83377,             0.00058672,             0.00058672,             0.00058672
                    146,                0.60496,                 0.3646,                0.82496,                0.97068,                0.41525,                0.82741,                 0.9199,                0.72379,                0.80298,                0.54945,                0.72429,                0.44948,                0.85083,                 1.0547,                  0.551,                0.83552,             0.00058305,             0.00058305,             0.00058305
                    147,                0.61145,                0.36429,                0.82479,                0.97172,                0.40819,                0.81721,                0.94534,                0.69393,                0.79171,                0.54436,                0.76997,                0.46773,                0.87263,                 1.0806,                0.55367,                0.85697,             0.00057939,             0.00057939,             0.00057939
                    148,                0.59351,                0.34664,                0.80579,                0.98677,                0.38702,                0.80265,                0.93748,                0.70084,                0.79544,                0.54507,                0.77038,                0.47181,                0.87919,                  1.097,                0.54296,                0.86141,             0.00057572,             0.00057572,             0.00057572
                    149,                0.57502,                0.35745,                0.79996,                0.93504,                0.41107,                0.80277,                 0.8739,                0.74259,                0.78403,                0.53874,                0.74644,                0.42817,                0.85402,                  1.105,                0.53747,                0.85578,             0.00057205,             0.00057205,             0.00057205
                    150,                0.56507,                 0.3387,                0.81611,                0.92654,                0.38505,                0.81706,                0.91604,                0.73306,                0.78647,                0.54596,                0.73117,                0.42524,                0.85422,                  1.058,                0.49004,                 0.8429,             0.00056839,             0.00056839,             0.00056839
                    151,                0.57213,                0.35518,                0.81783,                0.93047,                0.40698,                0.81048,                0.95395,                0.70796,                0.78822,                0.55161,                0.70108,                0.42695,                0.83941,                 1.0555,                0.52656,                0.82679,             0.00056472,             0.00056472,             0.00056472
                    152,                0.59278,                0.35398,                0.82446,                0.94719,                0.40257,                0.82467,                0.95349,                0.71094,                0.79186,                0.54561,                0.73792,                0.45537,                0.84912,                  1.091,                0.53214,                0.84178,             0.00056105,             0.00056105,             0.00056105
                    153,                0.57753,                0.34445,                0.80934,                0.93623,                0.38345,                0.80782,                0.91698,                0.70731,                0.76355,                0.54379,                0.72178,                0.44047,                0.84644,                 1.0471,                0.52049,                 0.8465,             0.00055739,             0.00055739,             0.00055739
                    154,                0.58513,                0.35645,                0.82937,                0.95628,                0.39476,                 0.8232,                0.85204,                0.72902,                0.76651,                0.54143,                0.71939,                0.43071,                0.84995,                  1.058,                0.55473,                0.82941,             0.00055372,             0.00055372,             0.00055372
                    155,                0.57297,                0.33893,                0.81349,                0.91522,                0.37575,                0.81196,                0.84983,                0.72631,                0.77453,                0.54986,                0.71557,                0.44338,                0.84936,                 1.0201,                0.60307,                0.82595,             0.00055006,             0.00055006,             0.00055006
                    156,                0.58952,                0.34516,                0.84152,                0.93357,                0.37868,                0.83635,                0.91554,                0.75708,                 0.8073,                0.55098,                0.71555,                0.44055,                0.84094,                  1.052,                0.51114,                0.83308,             0.00054639,             0.00054639,             0.00054639
                    157,                0.58765,                0.35189,                0.81732,                0.94106,                0.39974,                0.81423,                0.91269,                0.74701,                0.80478,                0.54448,                0.74727,                0.42388,                0.85768,                 1.0703,                0.48305,                0.83892,             0.00054272,             0.00054272,             0.00054272
                    158,                0.57831,                0.35087,                0.81277,                0.92797,                0.39523,                0.81125,                0.89052,                0.74195,                0.78315,                0.55148,                0.72193,                0.40072,                0.84734,                 1.0158,                0.49286,                0.83109,             0.00053906,             0.00053906,             0.00053906
                    159,                0.56403,                 0.3473,                 0.8166,                0.90988,                0.38487,                0.81476,                0.94829,                0.70352,                0.79028,                0.54062,                0.73317,                0.41776,                0.85599,                 1.0687,                0.51056,                0.83397,             0.00053539,             0.00053539,             0.00053539
                    160,                0.57161,                0.34167,                0.81169,                0.93788,                0.37864,                0.81165,                0.92135,                0.72065,                0.78768,                0.55331,                0.72608,                0.42511,                0.85473,                 1.0582,                0.51106,                0.83428,             0.00053172,             0.00053172,             0.00053172
                    161,                0.54823,                0.34358,                0.83389,                 0.8948,                0.39156,                0.83258,                 0.8873,                0.75853,                 0.7944,                0.55529,                0.74139,                0.43126,                0.85372,                  1.074,                0.53097,                 0.8397,             0.00052806,             0.00052806,             0.00052806
                    162,                0.56187,                 0.3325,                0.81252,                0.90128,                0.37395,                 0.8123,                 0.8658,                0.76439,                0.79563,                0.55081,                 0.7432,                 0.4313,                0.85961,                 1.0508,                0.55964,                0.83029,             0.00052439,             0.00052439,             0.00052439
                    163,                0.56735,                0.34453,                0.81897,                0.88835,                0.38001,                0.81093,                  0.923,                0.72324,                0.79124,                0.54941,                0.74052,                 0.4161,                0.84933,                 1.0439,                0.56548,                0.83196,             0.00052073,             0.00052073,             0.00052073
                    164,                0.56794,                0.34524,                0.81294,                0.87313,                0.37286,                0.81044,                0.92089,                0.69981,                0.78194,                0.54021,                0.73212,                0.43555,                0.84807,                 1.0417,                0.56068,                 0.8317,             0.00051706,             0.00051706,             0.00051706
                    165,                0.57002,                0.34953,                0.82219,                0.90599,                0.38784,                0.81539,                0.86902,                0.74824,                0.80034,                0.55786,                0.72801,                0.41681,                0.84257,                 1.0365,                0.50627,                0.82768,             0.00051339,             0.00051339,             0.00051339
                    166,                0.55685,                0.33646,                0.82383,                0.90975,                0.35309,                 0.8223,                0.91669,                0.73446,                0.80642,                0.55353,                0.72885,                0.40883,                0.85221,                 1.0677,                0.51008,                0.83715,             0.00050973,             0.00050973,             0.00050973
                    167,                0.57145,                0.35182,                0.82839,                0.91226,                0.40993,                0.82597,                 0.9403,                0.73259,                0.79975,                0.55117,                0.74577,                0.40768,                 0.8474,                 1.0658,                0.49994,                0.82867,             0.00050606,             0.00050606,             0.00050606
                    168,                0.55533,                0.33689,                0.80215,                0.88718,                0.36237,                0.80586,                0.89596,                 0.7377,                0.80787,                0.55105,                0.73222,                0.41624,                0.85052,                 1.0806,                0.51204,                0.83874,             0.00050239,             0.00050239,             0.00050239
                    169,                0.53445,                0.32481,                0.81737,                0.86778,                0.35749,                0.81131,                0.93467,                0.71988,                0.79412,                0.55286,                0.72618,                 0.4206,                0.84667,                 1.0702,                0.52644,                0.83185,             0.00049873,             0.00049873,             0.00049873
                    170,                0.53059,                0.33699,                0.81033,                0.85564,                 0.3726,                 0.8036,                0.91646,                0.72345,                0.79274,                0.54488,                0.72191,                0.42161,                0.83909,                 1.0518,                0.53139,                0.82765,             0.00049506,             0.00049506,             0.00049506
                    171,                0.54424,                0.32952,                0.80919,                0.90644,                0.37264,                0.81214,                0.91448,                0.72836,                0.78887,                0.54477,                0.71361,                0.41518,                0.84626,                 1.0339,                0.49356,                0.82911,              0.0004914,              0.0004914,              0.0004914
                    172,                0.52277,                 0.3286,                0.82456,                0.82856,                0.36705,                0.82194,                0.88596,                0.71009,                0.78348,                0.54714,                0.69587,                0.43174,                0.84034,                 1.0134,                 0.5374,                0.82507,             0.00048773,             0.00048773,             0.00048773
                    173,                0.56015,                0.33655,                0.81809,                0.91294,                0.37897,                0.81618,                0.87252,                 0.7188,                0.78689,                0.54302,                0.70993,                0.45543,                0.83228,                 1.0299,                0.58535,                0.83035,             0.00048406,             0.00048406,             0.00048406
                    174,                0.54593,                 0.3345,                0.81028,                0.88723,                0.36864,                0.81542,                0.88872,                0.72876,                0.77935,                0.53825,                0.71159,                0.46011,                0.83898,                 1.0232,                0.56895,                0.83278,              0.0004804,              0.0004804,              0.0004804
                    175,                 0.5546,                0.33293,                0.81726,                0.87712,                0.36913,                0.81165,                  0.944,                0.72345,                0.79569,                0.54063,                0.70668,                 0.4232,                0.83454,                 1.0466,                0.52123,                0.83266,             0.00047673,             0.00047673,             0.00047673
                    176,                0.57424,                 0.3447,                0.81996,                0.89981,                0.37186,                0.81372,                0.87641,                 0.7408,                0.78931,                0.54473,                0.71159,                0.40856,                0.84006,                 1.0356,                0.51101,                0.83823,             0.00047306,             0.00047306,             0.00047306
                    177,                0.52721,                0.32292,                0.81022,                0.86461,                0.36026,                0.80948,                0.90965,                0.74499,                 0.8049,                0.56256,                0.71695,                0.40774,                0.83549,                 1.0423,                0.47885,                0.83682,              0.0004694,              0.0004694,              0.0004694
                    178,                0.54958,                0.33873,                0.81554,                0.86836,                0.36993,                0.80997,                0.89993,                0.74647,                0.79812,                0.56035,                0.71063,                0.39701,                0.83487,                 1.0224,                0.46124,                0.83301,             0.00046573,             0.00046573,             0.00046573
                    179,                0.54673,                0.33372,                0.81327,                0.87885,                0.37608,                0.81137,                0.93616,                0.74145,                0.80118,                0.56169,                0.72181,                0.37969,                0.83632,                  1.031,                0.44575,                0.83326,             0.00046206,             0.00046206,             0.00046206
                    180,                0.53589,                0.31809,                0.80014,                0.86775,                0.34844,                0.80192,                0.88841,                0.74776,                  0.798,                0.55249,                0.72766,                0.39443,                0.83527,                 1.0393,                0.49319,                0.83032,              0.0004584,              0.0004584,              0.0004584
                    181,                0.52483,                0.32049,                0.82498,                 0.8566,                0.35118,                0.82374,                 0.8897,                0.76138,                0.79797,                0.54803,                0.72384,                0.40244,                0.83962,                 1.0466,                 0.5334,                0.83205,             0.00045473,             0.00045473,             0.00045473
                    182,                0.52418,                0.32399,                0.81556,                0.85864,                0.37288,                0.81457,                0.93912,                  0.736,                0.80496,                0.55562,                0.72476,                0.40971,                0.84463,                 1.0345,                0.54724,                0.83454,             0.00045107,             0.00045107,             0.00045107
                    183,                0.52361,                0.31615,                0.82209,                0.83799,                0.34275,                0.82117,                0.86479,                0.76618,                0.80823,                0.56495,                0.71005,                0.39515,                0.82638,                 1.0092,                0.47557,                0.82098,              0.0004474,              0.0004474,              0.0004474
                    184,                0.54384,                0.32753,                 0.8087,                0.89031,                0.37732,                0.80535,                0.95556,                0.72312,                 0.8125,                0.56172,                0.71287,                 0.3813,                0.83191,                 1.0252,                0.46398,                0.82242,             0.00044373,             0.00044373,             0.00044373
                    185,                 0.5371,                0.33877,                0.81532,                0.88882,                0.36493,                0.80988,                 0.9337,                0.73559,                0.80455,                0.56101,                0.72995,                0.38843,                0.84364,                  1.062,                0.48116,                 0.8282,             0.00044007,             0.00044007,             0.00044007
                    186,                0.51971,                 0.3184,                0.80836,                 0.8658,                0.35584,                0.80997,                0.92557,                0.73536,                0.80182,                0.56468,                0.71749,                0.40044,                 0.8359,                 1.0444,                0.54246,                0.83038,              0.0004364,              0.0004364,              0.0004364
                    187,                0.52715,                0.31914,                0.81203,                 0.8561,                0.34943,                0.80871,                0.90971,                0.74195,                0.80297,                0.56109,                0.71778,                0.40242,                0.84056,                 1.0105,                0.53005,                0.82853,             0.00043273,             0.00043273,             0.00043273
                    188,                0.51353,                0.31723,                0.78968,                0.85458,                0.34505,                 0.7966,                 0.9059,                0.77581,                0.80935,                0.56715,                0.72932,                0.40779,                0.84627,                  1.018,                0.52333,                0.83599,             0.00042907,             0.00042907,             0.00042907
                    189,                0.52109,                0.31071,                0.80883,                0.88491,                0.36612,                0.80503,                0.92152,                0.77375,                0.81524,                0.56895,                0.70949,                0.39872,                0.84545,                 1.0277,                0.50311,                0.83921,              0.0004254,              0.0004254,              0.0004254
                    190,                0.52075,                0.32314,                0.80192,                0.85729,                 0.3603,                0.80944,                0.90516,                0.74515,                0.80803,                0.57098,                0.73881,                0.41604,                0.84895,                 1.0148,                0.54426,                0.83533,             0.00042174,             0.00042174,             0.00042174
                    191,                0.53807,                0.32226,                0.83095,                0.86405,                0.32989,                0.82339,                0.95736,                0.73842,                0.80766,                0.56584,                 0.7331,                0.41836,                0.84691,                 1.0334,                0.52643,                0.83494,             0.00041807,             0.00041807,             0.00041807
                    192,                0.52076,                0.32628,                0.80318,                0.83631,                0.35313,                0.80517,                0.95815,                0.74263,                0.81537,                0.56919,                0.72784,                0.39124,                0.84565,                 1.0238,                0.45853,                0.83452,              0.0004144,              0.0004144,              0.0004144
                    193,                0.51869,                0.32257,                0.81377,                0.84358,                0.35639,                0.80936,                0.95834,                0.74274,                0.80448,                0.56291,                0.71153,                0.38984,                0.84039,                0.98914,                0.47183,                0.83046,             0.00041074,             0.00041074,             0.00041074
                    194,                0.51973,                0.33937,                0.81238,                0.84341,                0.37078,                0.81037,                0.91247,                0.72402,                0.79755,                0.55163,                0.72134,                0.42446,                0.84111,                 1.0605,                0.48348,                0.82415,             0.00040707,             0.00040707,             0.00040707
                    195,                0.53064,                0.33682,                0.81829,                 0.8359,                0.35978,                 0.8151,                0.85505,                0.75008,                0.79737,                0.55874,                0.70156,                0.42124,                0.83761,                 1.0247,                0.50272,                0.82472,              0.0004034,              0.0004034,              0.0004034
                    196,                0.54261,                 0.3384,                0.81036,                0.85459,                0.37151,                0.81011,                 0.9017,                0.74338,                0.80008,                0.56326,                0.70647,                0.39509,                0.83101,                 1.0354,                0.49909,                 0.8268,             0.00039974,             0.00039974,             0.00039974
                    197,                0.49167,                0.30727,                0.79952,                 0.8157,                0.32784,                0.79885,                0.93196,                0.73417,                0.79895,                0.56557,                0.69895,                0.40332,                0.83087,                 1.0272,                0.51803,                0.82484,             0.00039607,             0.00039607,             0.00039607
                    198,                0.51308,                 0.3202,                0.81025,                0.85301,                0.32539,                0.80374,                0.91923,                0.73994,                0.80596,                0.56641,                0.71994,                0.41362,                0.83704,                 1.0172,                0.47111,                0.82367,             0.00039241,             0.00039241,             0.00039241
                    199,                0.50928,                0.30697,                0.79687,                0.83606,                0.34912,                0.79587,                0.92122,                0.75237,                0.79841,                0.56029,                0.72081,                0.40387,                  0.842,                 1.0228,                0.47063,                 0.8349,             0.00038874,             0.00038874,             0.00038874
                    200,                0.51528,                0.31889,                0.81421,                0.85081,                0.33771,                0.81058,                0.88026,                0.75791,                0.78915,                0.56138,                0.71961,                0.39157,                0.83218,                  1.024,                0.49267,                0.82081,             0.00038507,             0.00038507,             0.00038507
                    201,                0.52142,                0.31058,                0.80471,                0.83671,                 0.3337,                0.79896,                0.92351,                0.73445,                0.80654,                0.56057,                0.71137,                0.38476,                0.83713,                 1.0238,                0.43707,                0.82468,             0.00038141,             0.00038141,             0.00038141
                    202,                0.50619,                0.31744,                0.81105,                0.83065,                0.32343,                0.81133,                0.89121,                0.75448,                0.80451,                0.56933,                0.71275,                0.39108,                0.84467,                 1.0268,                0.47502,                0.83743,             0.00037774,             0.00037774,             0.00037774
                    203,                 0.4923,                0.30087,                0.80485,                0.80788,                0.32144,                0.80793,                0.91657,                  0.741,                0.80856,                0.56666,                0.69906,                0.39351,                0.83669,                 1.0109,                0.50523,                0.83473,             0.00037407,             0.00037407,             0.00037407
                    204,                0.49284,                0.31134,                 0.8054,                0.79742,                0.33901,                0.80723,                0.90673,                0.75645,                0.81173,                0.55913,                0.71247,                0.37557,                0.83702,                0.99713,                0.45561,                0.83437,             0.00037041,             0.00037041,             0.00037041
                    205,                0.50906,                0.31085,                0.78725,                0.84761,                0.35031,                0.78644,                0.92017,                0.75073,                0.81089,                0.56807,                0.73101,                0.39309,                0.85031,                 1.0183,                0.43031,                0.83768,             0.00036674,             0.00036674,             0.00036674
                    206,                0.49392,                0.30798,                0.80133,                0.80983,                0.34169,                0.80337,                0.92996,                0.74084,                0.80706,                0.56311,                0.73668,                0.39944,                0.86266,                  1.021,                0.45384,                0.84629,             0.00036307,             0.00036307,             0.00036307
                    207,                0.49339,                 0.3009,                 0.8135,                0.82842,                0.33435,                0.81135,                0.91389,                0.74242,                0.79851,                0.56475,                0.71194,                0.40622,                0.84991,                0.99736,                0.46497,                0.83842,             0.00035941,             0.00035941,             0.00035941
                    208,                0.49697,                0.30541,                0.80648,                0.82219,                0.35516,                0.80514,                0.88482,                0.74119,                0.80181,                0.56364,                0.69748,                0.39958,                0.83854,                 1.0159,                0.47587,                0.84007,             0.00035574,             0.00035574,             0.00035574
                    209,                0.52093,                0.30395,                0.81807,                 0.8585,                0.34023,                0.81303,                0.94794,                0.72142,                0.80708,                0.56641,                0.71562,                0.39191,                 0.8546,                 1.0234,                0.49025,                0.84396,             0.00035208,             0.00035208,             0.00035208
                    210,                0.51849,                0.30662,                0.82055,                 0.8357,                0.32965,                0.81793,                0.96224,                0.72894,                0.80417,                0.56489,                0.69572,                0.40489,                0.83783,                0.99808,                0.48553,                0.83301,             0.00034841,             0.00034841,             0.00034841
                    211,                0.49254,                0.29875,                0.80654,                0.83619,                0.32627,                0.80784,                0.94192,                 0.7229,                0.81114,                0.56082,                0.70428,                0.39816,                0.83567,                 1.0325,                0.48214,                 0.8341,             0.00034474,             0.00034474,             0.00034474
                    212,                0.48939,                0.30069,                 0.8105,                0.81266,                0.32853,                0.80289,                 0.9203,                0.74359,                0.80738,                0.56758,                0.70466,                 0.3818,                0.83678,                 1.0176,                0.46082,                 0.8276,             0.00034108,             0.00034108,             0.00034108
                    213,                0.50579,                0.30667,                 0.8101,                0.80338,                0.32665,                0.80175,                0.92271,                0.72738,                0.80365,                0.56838,                0.70822,                0.37556,                 0.8378,                0.99645,                0.45703,                0.82428,             0.00033741,             0.00033741,             0.00033741
                    214,                0.49468,                0.30179,                0.80634,                0.81885,                0.32297,                0.80842,                0.94069,                0.72957,                 0.8018,                0.56697,                 0.7157,                0.37027,                0.84448,                 1.0117,                0.45888,                0.82873,             0.00033374,             0.00033374,             0.00033374
                    215,                0.49827,                0.29342,                0.79653,                0.81488,                0.32368,                0.79391,                0.89631,                0.73202,                0.80835,                0.56165,                0.69892,                0.39741,                0.84516,                 1.0088,                0.49478,                0.83862,             0.00033008,             0.00033008,             0.00033008
                    216,                0.48346,                0.28554,                0.80612,                 0.7959,                0.31975,                0.80302,                0.95399,                0.71345,                0.80237,                0.56432,                0.69095,                0.38594,                   0.84,                0.99979,                0.48273,                0.83965,             0.00032641,             0.00032641,             0.00032641
                    217,                0.47849,                0.29468,                0.80042,                0.79242,                0.33014,                0.80251,                0.92284,                0.72576,                0.80332,                0.56064,                0.71306,                0.37475,                0.84933,                0.99987,                0.48113,                0.84237,             0.00032275,             0.00032275,             0.00032275
                    218,                0.49407,                0.30588,                0.79818,                0.81698,                0.33635,                0.79993,                0.92068,                0.74442,                0.80899,                0.55986,                0.71867,                0.36576,                0.85156,                 1.0345,                0.45136,                0.84017,             0.00031908,             0.00031908,             0.00031908
