                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.66073,                0.40107,                0.82817,                 1.0618,                0.47616,                0.83474,                  0.948,                0.71568,                0.79097,                0.52906,                0.78175,                 0.4738,                0.84706,                 1.1581,                0.56128,                0.83931,              0.0007297,              0.0007297,              0.0007297
                    107,                0.68566,                0.41931,                0.83106,                 1.0534,                0.51359,                0.82964,                0.93029,                0.71202,                 0.7826,                0.54059,                0.76359,                 0.4651,                0.84551,                 1.1161,                0.59644,                0.83386,             0.00072604,             0.00072604,             0.00072604
                    108,                0.70383,                0.40001,                0.82109,                 1.1015,                0.46945,                0.81864,                0.93572,                 0.7495,                0.79823,                0.54656,                0.80944,                0.44986,                0.86131,                 1.1482,                 0.5158,                0.84088,             0.00072237,             0.00072237,             0.00072237
                    109,                0.69754,                0.42233,                0.83175,                 1.0518,                0.46394,                0.83128,                 0.9648,                0.74091,                0.79708,                0.54714,                 0.7538,                  0.437,                0.84821,                 1.1122,                0.50061,                0.83552,             0.00071871,             0.00071871,             0.00071871
                    110,                0.70495,                 0.4337,                0.84711,                 1.0681,                0.49377,                0.83679,                0.89146,                0.74018,                0.78263,                0.54835,                 0.7744,                0.45455,                0.85062,                 1.1005,                0.56574,                 0.8326,             0.00071504,             0.00071504,             0.00071504
                    111,                0.67765,                0.40913,                0.83032,                 1.0848,                0.47974,                0.82605,                0.91815,                0.74416,                0.79187,                 0.5434,                0.77167,                0.44399,                0.85761,                 1.1218,                0.52608,                0.83975,             0.00071137,             0.00071137,             0.00071137
                    112,                0.68125,                0.39189,                0.82119,                 1.0661,                0.44424,                0.81439,                0.93339,                0.71053,                0.77949,                0.52986,                 0.7772,                0.47352,                0.85142,                 1.1644,                0.53928,                0.83944,             0.00070771,             0.00070771,             0.00070771
                    113,                 0.6414,                0.38717,                0.83073,                 1.0543,                0.46549,                0.83396,                0.95574,                0.72331,                0.78671,                 0.5311,                 0.7639,                0.43174,                0.83979,                 1.1727,                 0.4887,                0.83396,             0.00070404,             0.00070404,             0.00070404
                    114,                0.70263,                0.41859,                0.84127,                 1.0892,                0.49842,                0.83578,                0.96324,                0.71826,                0.79679,                0.54204,                0.77395,                0.41167,                0.84673,                 1.1639,                0.46272,                0.84286,             0.00070037,             0.00070037,             0.00070037
                    115,                0.67006,                0.41248,                0.83038,                 1.0563,                0.48042,                0.83205,                0.90328,                0.75288,                0.78668,                0.53183,                0.80839,                0.43756,                 0.8603,                 1.1862,                0.49915,                0.84605,             0.00069671,             0.00069671,             0.00069671
                    116,                0.63384,                0.38328,                0.82927,                 1.0146,                0.43316,                0.82319,                0.93484,                0.72918,                 0.7871,                0.54782,                0.77595,                0.42101,                0.84461,                  1.132,                0.50712,                0.83262,             0.00069304,             0.00069304,             0.00069304
                    117,                0.64333,                0.39178,                0.82339,                0.99388,                0.42274,                 0.8193,                0.93001,                0.75449,                0.79676,                0.54763,                0.79719,                0.42561,                0.84806,                 1.1288,                 0.5073,                0.84115,             0.00068938,             0.00068938,             0.00068938
                    118,                0.62871,                 0.3772,                0.82518,                0.98703,                0.43188,                0.82621,                0.93997,                0.73202,                0.79512,                0.54258,                0.78787,                0.43019,                0.84528,                 1.1454,                0.50884,                0.83661,             0.00068571,             0.00068571,             0.00068571
                    119,                0.66288,                0.40637,                0.84141,                 1.0374,                0.50159,                0.83742,                 0.9155,                0.72228,                0.78516,                0.53913,                0.78744,                 0.4401,                0.84785,                  1.123,                 0.5631,                0.84691,             0.00068204,             0.00068204,             0.00068204
                    120,                0.66019,                0.40226,                0.83112,                 1.0281,                0.45367,                0.83101,                0.90545,                0.73822,                    0.8,                0.54445,                0.77661,                 0.4512,                0.84614,                 1.1266,                0.53626,                0.84675,             0.00067838,             0.00067838,             0.00067838
                    121,                0.63095,                0.37452,                0.83603,                 0.9748,                0.42126,                0.83331,                0.95393,                0.74936,                0.80197,                0.53914,                0.79395,                0.42703,                0.86126,                 1.1501,                0.49526,                 0.8496,             0.00067471,             0.00067471,             0.00067471
                    122,                0.65005,                0.38885,                0.83949,                 1.0178,                0.42918,                0.82595,                 0.9028,                0.75357,                0.79018,                0.55024,                0.73893,                0.40743,                0.84931,                 1.0718,                0.50718,                0.84166,             0.00067104,             0.00067104,             0.00067104
                    123,                0.65628,                0.39727,                0.84943,                 1.0386,                0.44925,                0.83777,                0.93111,                 0.7317,                0.77719,                 0.5349,                0.79833,                0.44455,                0.86293,                 1.1268,                0.52165,                0.84732,             0.00066738,             0.00066738,             0.00066738
                    124,                0.62497,                0.38413,                0.82676,                0.99702,                0.40815,                0.82655,                 0.9016,                0.72048,                0.78789,                 0.5434,                0.77692,                0.44197,                0.85394,                 1.1234,                0.50402,                0.83993,             0.00066371,             0.00066371,             0.00066371
                    125,                0.60638,                0.34788,                0.78383,                0.98306,                0.41182,                0.78506,                0.91741,                0.72449,                0.78341,                0.52906,                0.78334,                0.43261,                 0.8527,                 1.1573,                0.54844,                0.84784,             0.00066005,             0.00066005,             0.00066005
                    126,                0.67328,                0.40618,                0.81954,                 1.0145,                0.43918,                0.80523,                0.94064,                0.72428,                0.78762,                0.54046,                0.76678,                0.42682,                0.84867,                 1.1261,                0.55698,                 0.8405,             0.00065638,             0.00065638,             0.00065638
                    127,                0.68165,                0.43314,                0.83644,                 1.0231,                0.45197,                0.82547,                0.93868,                0.74089,                0.80478,                 0.5466,                0.76467,                0.43197,                0.85043,                 1.0951,                0.49792,                0.84545,             0.00065271,             0.00065271,             0.00065271
                    128,                 0.6282,                0.37674,                0.82462,                0.97071,                0.44407,                0.82403,                0.93336,                0.73842,                0.80076,                0.54435,                0.77248,                0.43675,                0.84602,                 1.1087,                0.54949,                0.84005,             0.00064905,             0.00064905,             0.00064905
                    129,                0.62281,                0.36512,                0.81688,                0.95723,                0.40171,                0.81503,                0.97065,                0.72541,                0.80351,                0.54437,                0.76064,                0.42459,                0.84778,                 1.1246,                0.55741,                0.83905,             0.00064538,             0.00064538,             0.00064538
                    130,                0.68524,                0.40672,                0.82576,                 1.0989,                0.49051,                0.81659,                 0.8974,                 0.7498,                0.79237,                0.54401,                0.77268,                0.45501,                0.85499,                 1.1204,                0.55723,                0.83916,             0.00064171,             0.00064171,             0.00064171
                    131,                0.61137,                0.36705,                0.78905,                0.95436,                0.39516,                0.78643,                0.91234,                0.76991,                0.80409,                0.54591,                0.76461,                0.44005,                0.84639,                 1.1231,                 0.5824,                0.83778,             0.00063805,             0.00063805,             0.00063805
                    132,                0.60212,                0.37023,                0.82712,                0.94518,                 0.4066,                0.82618,                0.93052,                0.74172,                0.80405,                0.54508,                0.78524,                 0.4211,                0.85924,                 1.1054,                0.53675,                0.84136,             0.00063438,             0.00063438,             0.00063438
                    133,                0.62847,                0.36816,                0.89473,                0.94995,                0.42553,                0.87032,                0.91925,                0.72819,                0.78458,                0.53013,                0.81608,                0.42291,                0.86255,                 1.1385,                 0.5435,                0.84373,             0.00063071,             0.00063071,             0.00063071
                    134,                0.57201,                0.36183,                0.76964,                0.92851,                0.42388,                0.77588,                0.88789,                0.73725,                0.78325,                0.54064,                0.79754,                0.42964,                0.85672,                 1.1178,                0.53117,                0.83949,             0.00062705,             0.00062705,             0.00062705
                    135,                 0.6317,                 0.3795,                0.82179,                 1.0176,                0.42721,                0.81413,                0.89405,                0.74632,                0.78674,                0.53077,                0.80022,                0.44516,                0.85686,                 1.1267,                0.56917,                0.84254,             0.00062338,             0.00062338,             0.00062338
                    136,                0.59964,                0.36202,                  0.829,                0.98435,                0.41075,                0.82365,                0.94202,                0.72326,                0.78958,                0.54649,                0.78476,                0.44379,                0.85779,                 1.0899,                0.56686,                0.84474,             0.00061972,             0.00061972,             0.00061972
                    137,                0.59078,                0.35449,                0.83575,                0.93604,                0.39935,                0.83465,                0.94233,                0.72774,                0.79249,                0.55904,                0.75436,                0.44369,                0.84365,                 1.0646,                0.54762,                0.83427,             0.00061605,             0.00061605,             0.00061605
                    138,                0.62206,                0.36713,                0.83783,                0.97456,                0.44231,                0.82514,                0.96962,                0.71139,                0.78464,                 0.5331,                0.79839,                0.48291,                0.84726,                 1.1264,                0.58957,                0.83935,             0.00061238,             0.00061238,             0.00061238
                    139,                0.61348,                0.37419,                0.83172,                0.96451,                0.41819,                0.82734,                 0.9512,                0.71786,                0.79432,                0.54489,                0.76258,                 0.4684,                0.84091,                 1.0954,                0.57213,                0.83402,             0.00060872,             0.00060872,             0.00060872
                    140,                0.63805,                0.37145,                0.82138,                 1.0102,                0.40019,                0.82171,                0.98371,                0.72082,                0.80636,                0.56145,                0.74742,                0.41855,                0.84157,                 1.0638,                0.50835,                0.82831,             0.00060505,             0.00060505,             0.00060505
                    141,                0.57249,                0.35848,                0.77987,                0.92025,                0.38949,                0.77748,                 0.9644,                0.73215,                0.79613,                 0.5702,                0.75973,                0.44067,                0.84417,                 1.0373,                0.50828,                0.82858,             0.00060138,             0.00060138,             0.00060138
                    142,                0.61785,                 0.3728,                0.82873,                0.96764,                0.40242,                0.82348,                0.97346,                0.71049,                 0.7884,                0.56414,                0.75937,                0.40753,                0.83301,                 1.0642,                0.51356,                0.82415,             0.00059772,             0.00059772,             0.00059772
                    143,                0.63081,                0.37875,                 0.8245,                 1.0161,                0.43453,                0.81776,                0.96092,                  0.729,                 0.7924,                0.55806,                0.74136,                0.41552,                0.83328,                 1.0672,                0.50778,                0.82213,             0.00059405,             0.00059405,             0.00059405
                    144,                 0.6042,                0.34834,                0.83061,                0.94576,                0.39678,                0.82699,                0.93881,                0.74244,                0.79167,                0.55176,                0.78094,                0.43799,                0.84488,                 1.1128,                0.54349,                0.84211,             0.00059039,             0.00059039,             0.00059039
                    145,                 0.6227,                0.49318,                 0.8525,                0.99778,                0.51883,                0.84916,                0.95301,                0.73636,                0.78961,                0.54507,                 0.7747,                0.45881,                0.84878,                 1.1174,                  0.547,                0.84537,             0.00058672,             0.00058672,             0.00058672
                    146,                0.59234,                0.37745,                 0.8148,                0.92105,                0.39791,                0.81218,                 0.9617,                 0.7354,                0.78986,                0.54783,                0.76825,                0.45661,                0.84383,                 1.0765,                  0.527,                 0.8404,             0.00058305,             0.00058305,             0.00058305
                    147,                0.60997,                0.36353,                0.82698,                0.95387,                 0.4054,                0.81919,                0.95384,                0.70196,                0.77052,                0.52872,                0.76219,                0.47845,                0.84504,                 1.1333,                0.57984,                0.83678,             0.00057939,             0.00057939,             0.00057939
                    148,                0.60749,                0.36799,                0.81291,                0.95946,                0.41711,                0.81098,                0.95287,                0.71702,                0.79526,                0.53606,                0.78377,                0.47322,                0.84908,                 1.1508,                0.53239,                0.84671,             0.00057572,             0.00057572,             0.00057572
                    149,                0.59066,                0.39098,                0.82089,                0.97513,                0.45039,                0.81991,                0.89353,                 0.7435,                0.78546,                0.54794,                0.73509,                0.44246,                0.84301,                 1.0858,                0.52982,                0.84432,             0.00057205,             0.00057205,             0.00057205
                    150,                0.55387,                0.34975,                0.78183,                0.87771,                0.39099,                0.78006,                0.93878,                0.73995,                0.79762,                0.54912,                0.73794,                0.42042,                0.84303,                 1.0652,                0.53079,                0.83727,             0.00056839,             0.00056839,             0.00056839
                    151,                0.62694,                0.41729,                0.82854,                0.93533,                0.45457,                0.81789,                 0.9179,                0.73134,                0.79015,                0.54736,                 0.7337,                0.41415,                0.84297,                 1.0593,                0.54201,                0.82883,             0.00056472,             0.00056472,             0.00056472
                    152,                0.53916,                0.33688,                0.77706,                0.87424,                0.36096,                0.77788,                0.87218,                0.76243,                0.79947,                0.56059,                0.74699,                0.45913,                0.84287,                 1.0546,                0.52104,                0.83108,             0.00056105,             0.00056105,             0.00056105
                    153,                0.56394,                0.34166,                0.81468,                0.91312,                 0.3723,                0.81507,                0.93433,                0.74089,                0.79603,                0.56492,                0.71965,                0.44822,                0.83391,                 1.0187,                0.52774,                0.82638,             0.00055739,             0.00055739,             0.00055739
                    154,                0.61529,                0.37381,                0.82054,                0.98312,                0.41788,                0.81887,                0.92329,                0.75899,                0.80146,                0.55169,                0.74556,                0.45817,                0.83156,                 1.1098,                0.54477,                0.82553,             0.00055372,             0.00055372,             0.00055372
                    155,                 0.5541,                0.34585,                0.81024,                0.91334,                0.39817,                0.80827,                0.94537,                0.72033,                0.79523,                0.54837,                0.72609,                0.44933,                0.82564,                 1.1112,                0.56679,                0.82824,             0.00055006,             0.00055006,             0.00055006
                    156,                0.56944,                0.34372,                0.81334,                0.91313,                0.36767,                0.81203,                0.96835,                0.70478,                0.78946,                0.54109,                0.77839,                0.45275,                0.84106,                 1.1133,                0.59901,                0.83384,             0.00054639,             0.00054639,             0.00054639
                    157,                0.58665,                0.36224,                0.81363,                0.95127,                0.39684,                0.81654,                0.93551,                0.73043,                0.79239,                0.54649,                0.75069,                0.44024,                0.84056,                 1.0892,                0.55494,                0.83144,             0.00054272,             0.00054272,             0.00054272
                    158,                0.55659,                 0.3384,                0.80121,                0.89098,                 0.3638,                0.80355,                0.95591,                0.72669,                0.79436,                0.55098,                0.77987,                  0.469,                0.85845,                 1.0837,                0.54744,                0.83697,             0.00053906,             0.00053906,             0.00053906
                    159,                0.56196,                0.34172,                 0.7716,                0.87824,                0.36774,                0.77276,                0.92483,                0.74312,                0.79835,                0.54375,                0.77847,                 0.4378,                0.84881,                 1.1165,                0.53469,                0.83599,             0.00053539,             0.00053539,             0.00053539
                    160,                0.56073,                0.35515,                0.82517,                0.86323,                0.38971,                0.81952,                0.90488,                0.73656,                0.79009,                0.54696,                0.77233,                0.43843,                0.85007,                 1.0834,                0.53244,                0.83859,             0.00053172,             0.00053172,             0.00053172
                    161,                0.59916,                0.36793,                 0.8243,                0.96652,                0.39417,                0.82153,                0.91811,                0.75382,                0.79516,                 0.5501,                0.77256,                0.41584,                0.84314,                 1.1011,                 0.5503,                0.83757,             0.00052806,             0.00052806,             0.00052806
                    162,                0.57793,                  0.364,                 0.8219,                0.89409,                0.39777,                0.81771,                0.97671,                0.72065,                 0.7992,                0.55114,                0.77271,                0.42782,                0.84596,                 1.0939,                0.55028,                0.83735,             0.00052439,             0.00052439,             0.00052439
                    163,                0.55625,                0.34536,                0.82349,                0.86927,                0.36042,                 0.8132,                0.95525,                0.72702,                0.79137,                0.55551,                0.76048,                0.43466,                0.84163,                  1.073,                0.55528,                0.82973,             0.00052073,             0.00052073,             0.00052073
                    164,                0.55245,                0.33691,                0.80373,                0.92682,                0.39162,                0.80571,                   0.94,                0.72573,                0.79277,                0.55141,                0.77755,                0.44594,                0.83999,                 1.0774,                0.54288,                 0.8362,             0.00051706,             0.00051706,             0.00051706
                    165,                0.59046,                0.34442,                0.81334,                0.89244,                0.35723,                0.80784,                0.93971,                0.74188,                0.80441,                0.55332,                0.76114,                0.44212,                0.84373,                 1.0963,                0.51952,                0.83683,             0.00051339,             0.00051339,             0.00051339
                    166,                0.55694,                0.34792,                 0.8237,                0.85784,                0.36364,                0.81671,                0.95008,                0.72551,                0.79051,                0.54755,                0.77897,                0.44644,                0.84878,                 1.0839,                0.54853,                0.83771,             0.00050973,             0.00050973,             0.00050973
                    167,                0.55371,                0.33504,                 0.8167,                0.88516,                0.35814,                 0.8088,                0.93587,                0.73263,                0.79998,                0.55117,                0.77882,                 0.4518,                0.84826,                  1.098,                0.54787,                0.83887,             0.00050606,             0.00050606,             0.00050606
                    168,                0.56209,                0.34833,                 0.8092,                0.88812,                0.39928,                0.81069,                0.93838,                0.72437,                0.80499,                0.56008,                0.77469,                0.42755,                0.84826,                 1.0819,                0.51111,                0.83694,             0.00050239,             0.00050239,             0.00050239
                    169,                  0.557,                0.33809,                0.82749,                0.86303,                0.38125,                0.81879,                0.94159,                0.71881,                0.79314,                0.55549,                0.76636,                0.42289,                0.85089,                 1.0606,                0.51575,                 0.8364,             0.00049873,             0.00049873,             0.00049873
                    170,                0.55407,                0.33419,                0.80919,                0.86022,                0.38699,                0.80187,                 0.9732,                0.70021,                0.80718,                0.56014,                0.75932,                0.42735,                0.84146,                 1.0917,                 0.5232,                0.83437,             0.00049506,             0.00049506,             0.00049506
                    171,                0.54961,                0.33639,                 0.8116,                0.87139,                 0.3848,                0.80863,                0.93196,                0.74416,                0.79954,                 0.5627,                0.77338,                0.43357,                 0.8409,                 1.0841,                0.56881,                 0.8327,              0.0004914,              0.0004914,              0.0004914
                    172,                0.54093,                0.32753,                0.80718,                0.85357,                0.33359,                0.80234,                0.95693,                0.73266,                0.78947,                0.54511,                0.76675,                0.43695,                0.84158,                 1.0917,                0.60533,                0.83353,             0.00048773,             0.00048773,             0.00048773
                    173,                0.52543,                0.33278,                 0.8097,                0.83677,                0.37081,                0.81234,                0.97889,                0.71386,                0.79513,                0.55507,                0.76522,                0.42045,                0.84203,                 1.0638,                0.57466,                0.83081,             0.00048406,             0.00048406,             0.00048406
                    174,                0.54031,                0.33378,                 0.8012,                0.86733,                 0.3623,                0.80199,                0.94095,                0.72541,                0.79824,                0.55672,                0.73689,                 0.3962,                0.83928,                 1.0854,                0.53277,                0.83425,              0.0004804,              0.0004804,              0.0004804
                    175,                0.51357,                0.32345,                0.80263,                0.82972,                0.33226,                0.79979,                0.92112,                0.73378,                0.79089,                0.55925,                0.73913,                0.41882,                0.83669,                 1.0641,                0.59134,                0.82461,             0.00047673,             0.00047673,             0.00047673
                    176,                0.53464,                0.32594,                0.81978,                0.85856,                0.36277,                0.81118,                 0.9098,                0.74248,                0.81205,                0.56894,                0.72737,                0.41655,                0.83361,                 1.0423,                0.49803,                0.82362,             0.00047306,             0.00047306,             0.00047306
                    177,                 0.5442,                0.33316,                0.82754,                0.86289,                  0.345,                0.81687,                0.91947,                0.75638,                0.81568,                0.56687,                0.73232,                0.39127,                0.83443,                 1.0458,                0.46648,                0.82444,              0.0004694,              0.0004694,              0.0004694
                    178,                0.52371,                  0.314,                0.80016,                0.84505,                 0.3451,                0.81049,                0.91803,                0.74954,                 0.8087,                  0.561,                0.72783,                0.39519,                0.83227,                  1.066,                0.45104,                0.82678,             0.00046573,             0.00046573,             0.00046573
                    179,                0.54587,                 0.3315,                0.82198,                 0.8541,                0.33324,                0.81609,                0.95685,                0.73219,                0.80932,                0.57791,                0.73845,                0.42181,                 0.8344,                 1.0441,                0.45096,                0.82709,             0.00046206,             0.00046206,             0.00046206
                    180,                0.55481,                0.33772,                0.82035,                0.85846,                0.35817,                0.81029,                0.95548,                0.73268,                0.80752,                0.57213,                0.73196,                0.41508,                0.84025,                 1.0504,                0.46108,                0.83253,              0.0004584,              0.0004584,              0.0004584
                    181,                0.56007,                0.35514,                0.82302,                0.90346,                0.38353,                0.82323,                0.96675,                0.72324,                0.79023,                0.57575,                0.72255,                0.41978,                0.83739,                  1.024,                 0.5059,                0.82701,             0.00045473,             0.00045473,             0.00045473
                    182,                0.51712,                0.32874,                0.81152,                0.82755,                0.36011,                0.81492,                0.92709,                0.74102,                0.79201,                0.56567,                0.72746,                0.41153,                0.84573,                 1.0362,                0.50751,                0.83536,             0.00045107,             0.00045107,             0.00045107
                    183,                0.49586,                0.31236,                0.81572,                0.79024,                0.33945,                0.80993,                0.93195,                0.72856,                0.78326,                0.56173,                0.72396,                 0.4189,                0.84265,                  1.031,                0.53488,                0.83441,              0.0004474,              0.0004474,              0.0004474
                    184,                0.59043,                0.34607,                0.82149,                0.90765,                0.36993,                0.81598,                0.93795,                 0.7139,                0.77967,                0.55886,                0.74754,                0.42544,                0.83971,                 1.0629,                0.57421,                0.83521,             0.00044373,             0.00044373,             0.00044373
                    185,                0.55274,                0.32413,                0.79932,                0.87698,                0.35095,                0.80197,                0.93127,                 0.7402,                0.78751,                0.56245,                0.73858,                0.42137,                0.83678,                 1.0493,                0.56773,                 0.8277,             0.00044007,             0.00044007,             0.00044007
                    186,                0.52033,                0.31106,                0.81067,                0.82656,                0.32762,                0.80848,                0.96254,                0.71398,                0.78376,                0.56674,                0.73433,                0.43338,                0.84419,                 1.0158,                0.57291,                0.82965,              0.0004364,              0.0004364,              0.0004364
                    187,                0.50456,                0.31221,                0.79873,                0.83697,                0.33202,                    0.8,                0.91571,                0.74252,                0.79176,                0.56364,                0.71131,                0.40462,                0.83994,                 1.0445,                0.56239,                0.82884,             0.00043273,             0.00043273,             0.00043273
                    188,                 0.4856,                0.29166,                0.76339,                0.79183,                0.30768,                0.76302,                0.91739,                0.73831,                0.78926,                0.56361,                0.75443,                0.41251,                 0.8503,                 1.0709,                0.50687,                0.83449,             0.00042907,             0.00042907,             0.00042907
                    189,                0.48907,                0.30437,                0.77872,                0.83211,                0.31725,                0.78286,                0.91459,                 0.7413,                0.78503,                0.56034,                0.73434,                0.43815,                0.84324,                 1.0633,                0.54125,                0.83526,              0.0004254,              0.0004254,              0.0004254
                    190,                0.55455,                 0.3181,                0.82101,                0.86602,                0.35012,                0.81116,                0.90304,                0.73749,                0.78465,                 0.5637,                0.72877,                 0.4227,                0.83958,                 1.0689,                 0.5512,                0.83392,             0.00042174,             0.00042174,             0.00042174
                    191,                0.53321,                0.31798,                0.83778,                0.84791,                0.35958,                0.83383,                0.95773,                0.71509,                0.78787,                0.56794,                0.72944,                0.41361,                0.83752,                 1.0655,                0.53055,                0.83264,             0.00041807,             0.00041807,             0.00041807
                    192,                0.51465,                0.30952,                0.80535,                0.86566,                 0.3487,                0.80662,                0.93156,                0.73066,                0.78696,                0.56131,                0.74172,                0.40627,                0.84308,                 1.0676,                0.53437,                0.83516,              0.0004144,              0.0004144,              0.0004144
                    193,                0.52726,                0.31477,                0.81142,                0.87979,                0.35362,                0.80584,                0.93106,                0.72948,                0.79884,                0.56656,                0.73287,                0.40927,                0.83386,                 1.0316,                0.56868,                0.82576,             0.00041074,             0.00041074,             0.00041074
                    194,                0.48285,                0.29412,                0.80413,                0.80341,                0.32868,                0.80127,                0.91727,                0.73468,                0.79744,                0.57514,                0.71942,                0.43523,                0.82865,                 1.0105,                 0.6082,                0.81212,             0.00040707,             0.00040707,             0.00040707
                    195,                0.51313,                0.31447,                0.78628,                0.84729,                0.34221,                0.79589,                  0.939,                0.74569,                0.79881,                0.58487,                0.70264,                0.42943,                0.81979,                 1.0046,                  0.552,                0.81127,              0.0004034,              0.0004034,              0.0004034
                    196,                0.51363,                0.33335,                0.80132,                 0.8053,                0.37415,                0.79841,                0.96415,                 0.7533,                0.80569,                0.58331,                0.72141,                 0.4314,                0.83058,                0.99265,                0.53169,                0.81696,             0.00039974,             0.00039974,             0.00039974
                    197,                0.53349,                0.32822,                0.81368,                0.85448,                0.34165,                0.80971,                0.94575,                0.71285,                0.78788,                  0.581,                0.69416,                0.43086,                0.82926,                0.98049,                0.55836,                0.82429,             0.00039607,             0.00039607,             0.00039607
                    198,                  0.506,                0.32624,                0.79629,                 0.8334,                0.35511,                0.79661,                0.90302,                0.72519,                 0.7928,                 0.5715,                0.70107,                0.42824,                0.82852,                 1.0143,                0.58017,                0.82195,             0.00039241,             0.00039241,             0.00039241
                    199,                0.50155,                0.30914,                0.81818,                0.81414,                0.31418,                0.81575,                0.89155,                0.73383,                0.79201,                0.56734,                0.70208,                0.43054,                 0.8228,                  1.003,                0.58652,                0.81729,             0.00038874,             0.00038874,             0.00038874
                    200,                 0.5091,                0.30752,                0.80843,                0.86189,                0.34236,                0.80845,                0.92233,                0.74197,                0.79242,                0.57789,                0.70428,                0.41823,                0.82322,                0.99937,                0.55794,                0.81758,             0.00038507,             0.00038507,             0.00038507
                    201,                0.49427,                0.30487,                0.80743,                  0.803,                0.35317,                0.80531,                0.96299,                0.73274,                0.79316,                0.56987,                0.71446,                0.42105,                0.83282,                 1.0271,                0.54413,                 0.8228,             0.00038141,             0.00038141,             0.00038141
                    202,                0.50619,                0.30331,                0.79476,                0.81663,                0.30267,                0.79831,                0.94575,                 0.7215,                0.79219,                0.57878,                0.71326,                0.40389,                0.82719,                 1.0066,                 0.5364,                0.81823,             0.00037774,             0.00037774,             0.00037774
                    203,                0.52319,                0.31833,                0.81127,                0.83129,                0.34653,                0.80662,                0.96528,                0.72497,                 0.7949,                0.57838,                0.71586,                0.39503,                0.83041,                0.99824,                0.52351,                0.81999,             0.00037407,             0.00037407,             0.00037407
                    204,                0.50992,                0.31183,                0.81158,                0.83095,                0.33382,                0.81101,                0.89088,                0.75168,                0.80046,                0.57335,                 0.7268,                0.41343,                0.83168,                 1.0102,                0.53639,                0.81993,             0.00037041,             0.00037041,             0.00037041
                    205,                0.48518,                0.28973,                0.80022,                0.79034,                0.31746,                0.80026,                0.96205,                0.71055,                0.80403,                0.57099,                0.73689,                0.40311,                0.83216,                 1.0276,                0.52992,                0.82049,             0.00036674,             0.00036674,             0.00036674
                    206,                0.50521,                0.30784,                0.80467,                0.80744,                0.32918,                0.79974,                0.92164,                0.74601,                0.80085,                0.56788,                0.74052,                0.40992,                0.83725,                 1.0255,                 0.5182,                  0.823,             0.00036307,             0.00036307,             0.00036307
                    207,                0.51174,                 0.3121,                0.81146,                0.83211,                0.34136,                 0.8152,                0.95021,                0.74188,                0.80174,                0.56926,                0.73979,                0.41097,                0.83688,                 1.0424,                 0.5153,                 0.8217,             0.00035941,             0.00035941,             0.00035941
                    208,                0.47802,                0.30155,                0.81254,                0.76337,                0.31298,                0.80322,                0.98028,                0.72753,                0.80555,                0.57635,                0.73207,                0.40811,                0.83521,                 1.0025,                0.49441,                0.81982,             0.00035574,             0.00035574,             0.00035574
                    209,                0.51523,                0.31045,                0.81688,                0.82443,                0.32893,                0.81207,                0.95726,                0.73428,                0.81297,                0.57607,                0.71703,                0.39658,                0.82795,                0.99689,                 0.5078,                0.81673,             0.00035208,             0.00035208,             0.00035208
                    210,                0.50457,                0.30486,                0.79829,                0.78745,                0.29956,                 0.7924,                0.94998,                0.73569,                0.81374,                0.57078,                0.71893,                0.40179,                0.83192,                 1.0234,                0.50361,                0.82458,             0.00034841,             0.00034841,             0.00034841
                    211,                  0.487,                0.30406,                0.81561,                0.80191,                0.32155,                0.81425,                0.96547,                0.74084,                0.80423,                0.56848,                0.71266,                 0.4005,                0.83256,                 1.0201,                0.52295,                0.82223,             0.00034474,             0.00034474,             0.00034474
                    212,                0.49107,                0.29627,                0.79062,                0.80765,                0.31473,                0.79061,                0.92339,                0.74145,                0.80833,                0.57569,                0.71005,                0.42587,                0.83042,                 1.0066,                 0.5495,                 0.8205,             0.00034108,             0.00034108,             0.00034108
                    213,                0.47987,                 0.2886,                0.80175,                0.81572,                0.32066,                0.80359,                0.93245,                0.74201,                0.81299,                0.57624,                0.71976,                0.42944,                0.83163,                 1.0039,                0.58331,                0.81937,             0.00033741,             0.00033741,             0.00033741
                    214,                0.49202,                0.31444,                0.80069,                 0.8337,                0.36218,                0.80158,                0.91449,                0.74292,                0.80138,                0.57254,                0.70737,                0.41359,                0.83869,                0.99879,                0.55774,                0.82197,             0.00033374,             0.00033374,             0.00033374
                    215,                0.46093,                0.28236,                0.79805,                 0.7681,                0.30216,                0.79855,                0.92569,                0.75622,                0.80885,                0.57726,                0.69647,                0.39308,                0.83586,                0.99257,                0.53358,                0.82134,             0.00033008,             0.00033008,             0.00033008
                    216,                  0.491,                0.29488,                0.80059,                0.78888,                0.32214,                0.79972,                0.95031,                0.73448,                0.80283,                0.57248,                 0.7037,                0.40525,                0.83562,                0.99123,                0.54378,                0.82049,             0.00032641,             0.00032641,             0.00032641
                    217,                0.45436,                0.28316,                0.76999,                0.75217,                0.31642,                0.76813,                 0.9198,                0.74987,                0.80009,                0.57418,                0.71675,                0.40725,                0.83693,                 1.0069,                0.57237,                0.82133,             0.00032275,             0.00032275,             0.00032275
